detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
"ZScore(w=50, thr=3.0)",rate_shift,50,4,0.1,0.045,0.0011,0.0022,0,2,1812,38464,18
"MAD(w=50, thr=3.5)",rate_shift,50,4,1.0,0.2052,0.0024,0.0048,0,20,8265,32011,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,4,1.0,0.0751,0.0066,0.013,0,20,3026,37250,0
"CUSUM(k=0.5, h=3.5)",rate_shift,50,4,1.0,0.0666,0.0074,0.0147,0,20,2683,37593,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,4,1.0,0.0911,0.0054,0.0108,0,20,3671,36605,0
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,4,1.0,0.0215,0.0226,0.0442,0,20,865,39411,0
"ZScore(w=50, thr=3.0)",rate_shift,50,5,0.2,0.0532,0.0019,0.0037,0,4,2143,38120,16
"MAD(w=50, thr=3.5)",rate_shift,50,5,0.45,0.2252,0.001,0.002,0,9,9069,31194,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,5,0.85,0.0032,0.1156,0.2036,3,17,130,40133,3
"CUSUM(k=0.5, h=3.5)",rate_shift,50,5,0.35,0.0375,0.0046,0.0091,2,7,1511,38752,13
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,5,0.25,0.0822,0.0015,0.003,0,5,3308,36955,15
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,5,0.15,0.004,0.0181,0.0323,-1,3,163,40100,17
"ZScore(w=50, thr=3.0)",rate_shift,50,6,0.05,0.0391,0.0006,0.0013,-1,1,1573,38705,19
"MAD(w=50, thr=3.5)",rate_shift,50,6,0.65,0.1462,0.0022,0.0044,0,13,5890,34388,7
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,6,0.0,0.0547,0.0,0.0,-1,0,2202,38076,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,6,0.0,0.0433,0.0,0.0,-1,0,1746,38532,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,6,0.0,0.0877,0.0,0.0,-1,0,3534,36744,20
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,6,0.0,0.0195,0.0,0.0,-1,0,786,39492,20
"ZScore(w=50, thr=3.0)",rate_shift,50,7,0.1,0.0453,0.0011,0.0022,0,2,1826,38452,18
"MAD(w=50, thr=3.5)",rate_shift,50,7,0.85,0.149,0.0028,0.0056,0,17,6001,34277,3
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,7,0.0,0.001,0.0,0.0,-1,0,39,40239,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,7,0.0,0.0175,0.0,0.0,-1,0,705,39573,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,7,0.1,0.081,0.0006,0.0012,-1,2,3263,37015,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,7,0.0,0.0001,0.0,0.0,-1,0,5,40273,20
"ZScore(w=50, thr=3.0)",rate_shift,50,8,0.1,0.0348,0.0014,0.0028,0,2,1400,38878,18
"MAD(w=50, thr=3.5)",rate_shift,50,8,1.0,0.1931,0.0026,0.0051,0,20,7778,32500,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,8,0.0,0.0062,0.0,0.0,-1,0,250,40028,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,8,0.1,0.0128,0.0039,0.0075,-1,2,514,39764,18
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,8,0.15,0.0815,0.0009,0.0018,2,3,3283,36995,17
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,8,0.0,0.0113,0.0,0.0,-1,0,456,39822,20
"ZScore(w=50, thr=3.0)",rate_shift,50,9,0.15,0.0479,0.0016,0.0031,0,3,1928,38344,17
"MAD(w=50, thr=3.5)",rate_shift,50,9,0.6,0.161,0.0018,0.0037,0,12,6482,33790,8
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,9,0.6,0.0316,0.0093,0.0184,-1,12,1273,38999,8
"CUSUM(k=0.5, h=3.5)",rate_shift,50,9,0.2,0.0151,0.0065,0.0127,3,4,607,39665,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,9,0.1,0.0828,0.0006,0.0012,-1,2,3333,36939,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,9,0.0,0.0108,0.0,0.0,-1,0,435,39837,20
"ZScore(w=50, thr=3.0)",rate_shift,50,10,0.05,0.0391,0.0006,0.0013,0,1,1574,38704,19
"MAD(w=50, thr=3.5)",rate_shift,50,10,0.55,0.1463,0.0019,0.0037,0,11,5894,34384,9
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,10,0.4,0.0547,0.0036,0.0072,-1,8,2202,38076,12
"CUSUM(k=0.5, h=3.5)",rate_shift,50,10,0.2,0.0434,0.0023,0.0045,4,4,1748,38530,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,10,0.15,0.0878,0.0008,0.0017,2,3,3536,36742,17
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,10,0.0,0.0195,0.0,0.0,-1,0,786,39492,20
"ZScore(w=50, thr=3.0)",rate_shift,50,11,0.1,0.0416,0.0012,0.0024,-1,2,1676,38599,18
"MAD(w=50, thr=3.5)",rate_shift,50,11,0.5,0.1826,0.0014,0.0027,-1,10,7354,32921,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,11,0.3,0.0112,0.0131,0.0251,-1,6,453,39822,14
"CUSUM(k=0.5, h=3.5)",rate_shift,50,11,0.15,0.049,0.0015,0.003,-1,3,1972,38303,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,11,0.15,0.0824,0.0009,0.0018,-1,3,3318,36957,17
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,11,0.0,0.0016,0.0,0.0,-1,0,64,40211,20
"ZScore(w=50, thr=3.0)",rate_shift,50,12,0.0,0.0474,0.0,0.0,-1,0,1906,38339,20
"MAD(w=50, thr=3.5)",rate_shift,50,12,0.0,0.1741,0.0,0.0,-1,0,7006,33239,20
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,12,0.0,0.442,0.0,0.0,-1,0,17789,22456,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,12,0.0,0.1348,0.0,0.0,-1,0,5425,34820,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,12,0.1,0.0895,0.0006,0.0011,1,2,3601,36644,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,12,0.0,0.0039,0.0,0.0,-1,0,158,40087,20
"ZScore(w=50, thr=3.0)",rate_shift,50,13,0.0,0.0355,0.0,0.0,-1,0,1431,38846,20
"MAD(w=50, thr=3.5)",rate_shift,50,13,0.05,0.1538,0.0002,0.0003,4,1,6196,34081,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,13,0.0,0.0054,0.0,0.0,-1,0,218,40059,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,13,0.0,0.0027,0.0,0.0,-1,0,107,40170,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,13,0.05,0.0813,0.0003,0.0006,-1,1,3274,37003,19
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,13,0.0,0.2627,0.0,0.0,-1,0,10579,29698,20
"ZScore(w=50, thr=3.0)",rate_shift,50,14,0.15,0.0399,0.0019,0.0037,0,3,1608,38669,17
"MAD(w=50, thr=3.5)",rate_shift,50,14,0.75,0.1499,0.0025,0.0049,0,15,6039,34238,5
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,14,0.5,0.0806,0.0031,0.0061,-1,10,3245,37032,10
"CUSUM(k=0.5, h=3.5)",rate_shift,50,14,0.1,0.0304,0.0016,0.0032,-1,2,1223,39054,18
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,14,0.1,0.0898,0.0006,0.0011,4,2,3616,36661,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,14,0.0,0.0443,0.0,0.0,-1,0,1786,38491,20
"ZScore(w=50, thr=3.0)",rate_shift,50,15,0.1,0.039,0.0013,0.0025,4,2,1571,38707,18
"MAD(w=50, thr=3.5)",rate_shift,50,15,0.35,0.1462,0.0012,0.0024,0,7,5889,34389,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,15,0.0,0.0547,0.0,0.0,-1,0,2202,38076,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,15,0.0,0.0434,0.0,0.0,-1,0,1747,38531,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,15,0.05,0.0877,0.0003,0.0006,-1,1,3534,36744,19
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,15,0.0,0.0195,0.0,0.0,-1,0,786,39492,20
"ZScore(w=50, thr=3.0)",rate_shift,50,16,0.0,0.0532,0.0,0.0,-1,0,2143,38120,20
"MAD(w=50, thr=3.5)",rate_shift,50,16,0.0,0.2253,0.0,0.0,-1,0,9073,31190,20
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,16,0.0,0.0032,0.0,0.0,-1,0,129,40134,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,16,0.0,0.0375,0.0,0.0,-1,0,1511,38752,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,16,0.1,0.0822,0.0006,0.0012,2,2,3308,36955,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,16,0.0,0.0033,0.0,0.0,-1,0,132,40131,20
"ZScore(w=50, thr=3.0)",rate_shift,50,17,0.0,0.0238,0.0,0.0,-1,0,958,39320,20
"MAD(w=50, thr=3.5)",rate_shift,50,17,0.0,0.0379,0.0,0.0,-1,0,1526,38752,20
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,17,0.05,0.3211,0.0001,0.0002,0,1,12935,27343,19
"CUSUM(k=0.5, h=3.5)",rate_shift,50,17,0.0,0.1231,0.0,0.0,-1,0,4958,35320,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,17,0.1,0.1129,0.0004,0.0009,0,2,4547,35731,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,17,1.0,0.4201,0.0012,0.0024,0,20,16919,23359,0
"ZScore(w=50, thr=3.0)",rate_shift,50,18,0.15,0.049,0.0015,0.003,0,3,1956,37969,17
"MAD(w=50, thr=3.5)",rate_shift,50,18,1.0,0.2414,0.0021,0.0041,0,20,9637,30288,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,18,0.0,0.0115,0.0,0.0,-1,0,458,39467,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,18,0.0,0.0326,0.0,0.0,-1,0,1300,38625,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,18,0.1,0.0823,0.0006,0.0012,3,2,3286,36639,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,18,0.0,0.0126,0.0,0.0,-1,0,502,39423,20
"ZScore(w=50, thr=3.0)",rate_shift,50,19,0.0,0.0364,0.0,0.0,-1,0,1466,38771,20
"MAD(w=50, thr=3.5)",rate_shift,50,19,1.0,0.1363,0.0036,0.0072,0,20,5483,34754,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,19,1.0,0.0337,0.0145,0.0287,0,20,1356,38881,0
"CUSUM(k=0.5, h=3.5)",rate_shift,50,19,1.0,0.0492,0.01,0.0198,0,20,1981,38256,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,19,1.0,0.085,0.0058,0.0116,0,20,3420,36817,0
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,19,1.0,0.3579,0.0014,0.0028,0,20,14399,25838,0
"ZScore(w=50, thr=3.0)",rate_shift,50,20,0.2,0.0416,0.0024,0.0047,0,4,1675,38590,16
"MAD(w=50, thr=3.5)",rate_shift,50,20,0.4,0.1743,0.0011,0.0023,0,8,7019,33246,12
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,20,0.9,0.0142,0.0305,0.059,2,18,572,39693,2
"CUSUM(k=0.5, h=3.5)",rate_shift,50,20,0.5,0.0929,0.0027,0.0053,0,10,3741,36524,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,20,0.25,0.0848,0.0015,0.0029,2,5,3413,36852,15
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,20,0.25,0.0138,0.0089,0.0172,-1,5,556,39709,15
"ZScore(w=50, thr=3.0)",rate_shift,50,21,0.0,0.0521,0.0,0.0,-1,0,2095,38087,20
"MAD(w=50, thr=3.5)",rate_shift,50,21,0.7,0.198,0.0018,0.0035,0,14,7957,32225,6
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,21,0.0,0.0438,0.0,0.0,-1,0,1758,38424,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,21,0.1,0.0625,0.0008,0.0016,2,2,2512,37670,18
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,21,0.1,0.0854,0.0006,0.0012,3,2,3433,36749,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,21,0.0,0.0509,0.0,0.0,-1,0,2044,38138,20
"ZScore(w=50, thr=3.0)",rate_shift,50,22,0.0,0.04,0.0,0.0,-1,0,1610,38655,20
"MAD(w=50, thr=3.5)",rate_shift,50,22,0.85,0.1865,0.0023,0.0045,0,17,7508,32757,3
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,22,0.0,0.0095,0.0,0.0,-1,0,384,39881,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,22,0.0,0.075,0.0,0.0,-1,0,3018,37247,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,22,0.1,0.0826,0.0006,0.0012,2,2,3326,36939,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,22,0.0,0.0049,0.0,0.0,-1,0,197,40068,20
"ZScore(w=50, thr=3.0)",rate_shift,50,23,0.25,0.0367,0.0034,0.0066,0,5,1479,38799,15
"MAD(w=50, thr=3.5)",rate_shift,50,23,0.6,0.2034,0.0015,0.0029,0,12,8191,32087,8
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,23,0.6,0.0099,0.0291,0.0556,-1,12,400,39878,8
"CUSUM(k=0.5, h=3.5)",rate_shift,50,23,0.15,0.0526,0.0014,0.0028,3,3,2118,38160,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,23,0.2,0.0825,0.0012,0.0024,0,4,3324,36954,16
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,23,0.0,0.0061,0.0,0.0,-1,0,247,40031,20
"ZScore(w=50, thr=3.0)",rate_shift,50,24,0.1,0.0386,0.0013,0.0025,0,2,1547,38571,18
"MAD(w=50, thr=3.5)",rate_shift,50,24,0.3,0.139,0.0011,0.0021,0,6,5576,34542,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,24,0.95,0.0217,0.0213,0.0417,1,19,872,39246,1
"CUSUM(k=0.5, h=3.5)",rate_shift,50,24,0.35,0.0541,0.0032,0.0064,0,7,2171,37947,13
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,24,0.2,0.0843,0.0012,0.0024,2,4,3380,36738,16
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,24,0.05,0.6194,0.0,0.0001,-1,1,24851,15267,19
"ZScore(w=50, thr=3.0)",rate_shift,50,25,0.0,0.0443,0.0,0.0,-1,0,1785,38477,20
"MAD(w=50, thr=3.5)",rate_shift,50,25,0.05,0.1899,0.0001,0.0003,3,1,7647,32615,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,25,0.0,0.004,0.0,0.0,-1,0,161,40101,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,25,0.0,0.0584,0.0,0.0,-1,0,2350,37912,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,25,0.1,0.0819,0.0006,0.0012,-1,2,3296,36966,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,25,0.0,0.0012,0.0,0.0,-1,0,47,40215,20
"ZScore(w=50, thr=3.0)",rate_shift,50,26,0.0,0.0355,0.0,0.0,-1,0,1420,38559,20
"MAD(w=50, thr=3.5)",rate_shift,50,26,1.0,0.1607,0.0031,0.0062,0,20,6425,33554,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,26,1.0,0.5241,0.001,0.0019,0,20,20953,19026,0
"CUSUM(k=0.5, h=3.5)",rate_shift,50,26,0.2,0.1774,0.0006,0.0011,4,4,7092,32887,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,26,0.1,0.1254,0.0004,0.0008,0,2,5013,34966,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,26,0.0,0.1547,0.0,0.0,-1,0,6184,33795,20
"ZScore(w=50, thr=3.0)",rate_shift,50,27,0.1,0.0411,0.0142,0.0248,0,2,139,3243,18
"MAD(w=50, thr=3.5)",rate_shift,50,27,1.0,0.2599,0.0222,0.0435,0,20,879,2503,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,27,0.0,0.0727,0.0,0.0,-1,0,246,3136,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,27,0.0,0.037,0.0,0.0,-1,0,125,3257,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,27,0.1,0.0849,0.0069,0.0129,3,2,287,3095,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,27,1.0,0.1032,0.0542,0.1028,0,20,349,3033,0
"ZScore(w=50, thr=3.0)",rate_shift,50,28,0.2,0.0401,0.0025,0.0049,0,4,1614,38660,16
"MAD(w=50, thr=3.5)",rate_shift,50,28,0.55,0.1908,0.0014,0.0029,0,11,7686,32588,9
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,28,0.0,0.0455,0.0,0.0,-1,0,1834,38440,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,28,0.0,0.0415,0.0,0.0,-1,0,1672,38602,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,28,0.1,0.0859,0.0006,0.0011,2,2,3460,36814,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,28,0.0,0.0103,0.0,0.0,-1,0,415,39859,20
"ZScore(w=50, thr=3.0)",rate_shift,50,29,0.15,0.0386,0.0019,0.0038,0,3,1549,38569,17
"MAD(w=50, thr=3.5)",rate_shift,50,29,0.45,0.139,0.0016,0.0032,0,9,5577,34541,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,29,0.9,0.0219,0.0201,0.0393,2,18,877,39241,2
"CUSUM(k=0.5, h=3.5)",rate_shift,50,29,0.4,0.0541,0.0037,0.0073,1,8,2172,37946,12
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,29,0.25,0.0842,0.0015,0.0029,0,5,3378,36740,15
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,29,0.0,0.6188,0.0,0.0,-1,0,24824,15294,20
"ZScore(w=50, thr=3.0)",gradual_drift,50,0,0.0,0.0372,0.0,0.0,-1,0,1499,38779,20
"MAD(w=50, thr=3.5)",gradual_drift,50,0,0.85,0.1572,0.0027,0.0053,3,17,6332,33946,3
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,0,0.35,0.0057,0.0295,0.0545,-1,7,230,40048,13
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,0,0.2,0.0044,0.0219,0.0394,-1,4,179,40099,16
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,0,0.2,0.0812,0.0012,0.0024,0,4,3270,37008,16
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,0,0.3,0.0513,0.0029,0.0057,-1,6,2067,38211,14
"ZScore(w=50, thr=3.0)",gradual_drift,50,1,0.1,0.0419,0.0012,0.0023,-1,2,1686,38558,18
"MAD(w=50, thr=3.5)",gradual_drift,50,1,0.65,0.1754,0.0018,0.0037,-1,13,7057,33187,7
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,1,0.0,0.0105,0.0,0.0,-1,0,421,39823,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,1,0.0,0.0274,0.0,0.0,-1,0,1103,39141,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,1,0.05,0.0826,0.0003,0.0006,-1,1,3323,36921,19
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,1,0.0,0.0114,0.0,0.0,-1,0,458,39786,20
"ZScore(w=50, thr=3.0)",gradual_drift,50,2,0.05,0.0447,0.0006,0.0011,3,1,1753,37436,19
"MAD(w=50, thr=3.5)",gradual_drift,50,2,1.0,0.2172,0.0023,0.0047,0,20,8513,30676,0
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,2,0.0,0.0435,0.0,0.0,-1,0,1704,37485,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,2,0.15,0.1165,0.0007,0.0013,4,3,4564,34625,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,2,0.05,0.0928,0.0003,0.0005,-1,1,3638,35551,19
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,2,1.0,0.5144,0.001,0.002,0,20,20160,19029,0
"ZScore(w=50, thr=3.0)",gradual_drift,50,3,0.1,0.0238,0.0021,0.0041,-1,2,959,39319,18
"MAD(w=50, thr=3.5)",gradual_drift,50,3,0.55,0.0381,0.0071,0.0141,-1,11,1534,38744,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,3,0.25,0.322,0.0004,0.0008,-1,5,12969,27309,15
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,3,0.2,0.1233,0.0008,0.0016,-1,4,4965,35313,16
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,3,0.1,0.1129,0.0004,0.0009,-1,2,4549,35729,18
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,3,0.85,0.4198,0.001,0.002,0,17,16909,23369,3
"ZScore(w=50, thr=3.0)",gradual_drift,50,4,0.1,0.0356,0.0014,0.0028,-1,2,1432,38825,18
"MAD(w=50, thr=3.5)",gradual_drift,50,4,0.55,0.2017,0.0014,0.0027,-1,11,8120,32137,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,4,0.45,0.0048,0.0441,0.0804,-1,9,195,40062,11
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,4,0.25,0.0472,0.0026,0.0052,-1,5,1902,38355,15
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,4,0.2,0.0817,0.0012,0.0024,2,4,3291,36966,16
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,4,0.0,0.003,0.0,0.0,-1,0,122,40135,20
"ZScore(w=50, thr=3.0)",gradual_drift,50,5,0.0,0.0512,0.0,0.0,-1,0,1528,28340,20
"MAD(w=50, thr=3.5)",gradual_drift,50,5,1.0,0.2087,0.0032,0.0064,0,20,6232,23636,0
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,5,0.0,0.0072,0.0,0.0,-1,0,216,29652,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,5,0.05,0.0302,0.0011,0.0022,-1,1,902,28966,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,5,0.1,0.082,0.0008,0.0016,1,2,2448,27420,18
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,5,0.0,0.0132,0.0,0.0,-1,0,395,29473,20
"ZScore(w=50, thr=3.0)",gradual_drift,50,6,0.05,0.0521,0.0005,0.0009,-1,1,2095,38087,19
"MAD(w=50, thr=3.5)",gradual_drift,50,6,0.8,0.198,0.002,0.004,4,16,7956,32226,4
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,6,0.75,0.0439,0.0084,0.0167,-1,15,1764,38418,5
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,6,0.75,0.0625,0.0059,0.0118,4,15,2513,37669,5
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,6,0.35,0.0855,0.002,0.004,3,7,3434,36748,13
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,6,0.55,0.0519,0.0052,0.0104,-1,11,2085,38097,9
"ZScore(w=50, thr=3.0)",gradual_drift,50,7,0.0,0.0314,0.0,0.0,-1,0,1263,39015,20
"MAD(w=50, thr=3.5)",gradual_drift,50,7,0.05,0.1079,0.0002,0.0005,0,1,4346,35932,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,7,1.0,0.1566,0.0032,0.0063,0,20,6307,33971,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,7,0.9,0.0887,0.005,0.01,0,18,3571,36707,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,7,0.6,0.11,0.0027,0.0054,1,12,4430,35848,8
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,7,1.0,0.3188,0.0016,0.0031,0,20,12840,27438,0
"ZScore(w=50, thr=3.0)",gradual_drift,50,8,0.35,0.0259,0.0067,0.0131,4,7,1044,39234,13
"MAD(w=50, thr=3.5)",gradual_drift,50,8,0.45,0.0479,0.0046,0.0092,-1,9,1929,38349,11
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,8,0.35,0.116,0.0015,0.003,-1,7,4674,35604,13
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,8,0.2,0.0546,0.0018,0.0036,-1,4,2201,38077,16
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,8,0.1,0.0917,0.0005,0.0011,-1,2,3694,36584,18
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,8,0.0,0.2297,0.0,0.0,-1,0,9253,31025,20
"ZScore(w=50, thr=3.0)",gradual_drift,50,9,0.1,0.0401,0.0012,0.0024,0,2,1615,38659,18
"MAD(w=50, thr=3.5)",gradual_drift,50,9,1.0,0.1278,0.0039,0.0077,0,20,5147,35127,0
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,9,1.0,0.0116,0.0412,0.0791,0,20,466,39808,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,9,0.9,0.0079,0.0534,0.1008,0,18,319,39955,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,9,0.55,0.0815,0.0033,0.0066,0,11,3284,36990,9
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,9,0.95,0.0137,0.0334,0.0645,1,19,550,39724,1
"ZScore(w=50, thr=3.0)",gradual_drift,50,10,0.15,0.0461,0.0016,0.0032,4,3,1856,38401,17
"MAD(w=50, thr=3.5)",gradual_drift,50,10,0.95,0.16,0.0029,0.0059,1,19,6442,33815,1
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,10,0.0,0.1382,0.0,0.0,-1,0,5564,34693,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,10,0.05,0.126,0.0002,0.0004,1,1,5071,35186,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,10,0.05,0.0839,0.0003,0.0006,-1,1,3377,36880,19
"SlidingWindow(mean, w=50, thr=3.0)",gradual_drift,50,10,0.0,0.0,0.0,0.0,-1,0,0,40257,20
"ZScore(w=50, thr=3.0)",gradual_drift,50,11,0.15,0.0293,0.0025,0.005,4,3,1182,39092,17
"MAD(w=50, thr=3.5)",gradual_drift,50,11,0.75,0.0627,0.0059,0.0117,4,15,2527,37747,5
"EWMA(lambda=0.2, L=3.5)",gradual_drift,50,11,0.2,0.2172,0.0005,0.0009,0,4,8748,31526,16
"CUSUM(k=0.5, h=3.5)",gradual_drift,50,11,0.05,0.0984,0.0003,0.0005,0,1,3963,36311,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,50,11,0.1,0.0849,0.0006,0.0012,-1,2,3421,36853,18
