detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
"MAD(w=30, thr=3.5)",transient,30,24,1.0,0.1793,0.0002,0.0004,0,1,5311,24314,0
"EWMA(lambda=0.2, L=3.5)",transient,30,24,0.0,0.0299,0.0,0.0,-1,0,886,28739,1
"CUSUM(k=0.5, h=3.5)",transient,30,24,0.0,0.0357,0.0,0.0,-1,0,1057,28568,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,24,0.0,0.0834,0.0,0.0,-1,0,2471,27154,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,24,0.0,0.3245,0.0,0.0,-1,0,9614,20011,1
"ZScore(w=30, thr=3.0)",transient,30,25,1.0,0.041,0.0006,0.0012,0,1,1654,38641,0
"MAD(w=30, thr=3.5)",transient,30,25,1.0,0.0893,0.0003,0.0006,0,1,3597,36698,0
"EWMA(lambda=0.2, L=3.5)",transient,30,25,0.0,0.0817,0.0,0.0,-1,0,3294,37001,1
"CUSUM(k=0.5, h=3.5)",transient,30,25,0.0,0.0591,0.0,0.0,-1,0,2380,37915,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,25,1.0,0.0917,0.0003,0.0005,0,1,3697,36598,0
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,25,1.0,0.649,0.0,0.0001,0,1,26151,14144,0
"ZScore(w=30, thr=3.0)",transient,30,26,1.0,0.0437,0.0006,0.0011,0,1,1760,38526,0
"MAD(w=30, thr=3.5)",transient,30,26,1.0,0.1146,0.0002,0.0004,0,1,4617,35669,0
"EWMA(lambda=0.2, L=3.5)",transient,30,26,0.0,0.0049,0.0,0.0,-1,0,199,40087,1
"CUSUM(k=0.5, h=3.5)",transient,30,26,0.0,0.0311,0.0,0.0,-1,0,1252,39034,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,26,0.0,0.0812,0.0,0.0,-1,0,3271,37015,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,26,1.0,0.7399,0.0,0.0001,0,1,29809,10477,0
"ZScore(w=30, thr=3.0)",transient,30,27,1.0,0.0477,0.0006,0.0013,0,1,1572,31373,0
"MAD(w=30, thr=3.5)",transient,30,27,1.0,0.1766,0.0002,0.0003,0,1,5818,27127,0
"EWMA(lambda=0.2, L=3.5)",transient,30,27,0.0,0.0086,0.0,0.0,-1,0,284,32661,1
"CUSUM(k=0.5, h=3.5)",transient,30,27,0.0,0.0488,0.0,0.0,-1,0,1607,31338,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,27,0.0,0.0837,0.0,0.0,-1,0,2757,30188,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,27,1.0,0.8263,0.0,0.0001,0,1,27224,5721,0
"ZScore(w=30, thr=3.0)",transient,30,28,1.0,0.0473,0.0005,0.001,0,1,1908,38388,0
"MAD(w=30, thr=3.5)",transient,30,28,1.0,0.1398,0.0002,0.0004,0,1,5635,34661,0
"EWMA(lambda=0.2, L=3.5)",transient,30,28,0.0,0.0615,0.0,0.0,-1,0,2479,37817,1
"CUSUM(k=0.5, h=3.5)",transient,30,28,0.0,0.0252,0.0,0.0,-1,0,1014,39282,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,28,0.0,0.0867,0.0,0.0,2,0,3495,36801,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,28,0.0,0.0535,0.0,0.0,-1,0,2157,38139,1
"ZScore(w=30, thr=3.0)",transient,30,29,1.0,0.0401,0.0006,0.0012,0,1,1617,38680,0
"MAD(w=30, thr=3.5)",transient,30,29,1.0,0.1899,0.0001,0.0003,0,1,7654,32643,0
"EWMA(lambda=0.2, L=3.5)",transient,30,29,0.0,0.0034,0.0,0.0,-1,0,139,40158,1
"CUSUM(k=0.5, h=3.5)",transient,30,29,0.0,0.0055,0.0,0.0,-1,0,221,40076,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,29,0.0,0.0812,0.0,0.0,1,0,3273,37024,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,29,1.0,0.5914,0.0,0.0001,0,1,23833,16464,0
"ZScore(w=50, thr=3.0)",burst,50,0,0.8,0.0245,0.004,0.008,0,4,986,39307,1
"MAD(w=50, thr=3.5)",burst,50,0,1.0,0.0487,0.0025,0.0051,0,5,1963,38330,0
"EWMA(lambda=0.2, L=3.5)",burst,50,0,0.6,0.1854,0.0004,0.0008,2,3,7469,32824,2
"CUSUM(k=0.5, h=3.5)",burst,50,0,0.4,0.0856,0.0006,0.0012,1,2,3451,36842,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,0,0.2,0.0999,0.0002,0.0005,1,1,4026,36267,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,0,0.8,0.5275,0.0002,0.0004,0,4,21253,19040,1
"ZScore(w=50, thr=3.0)",burst,50,1,0.0,0.045,0.0,0.0,-1,0,1814,38470,5
"MAD(w=50, thr=3.5)",burst,50,1,1.0,0.1838,0.0007,0.0013,0,5,7404,32880,0
"EWMA(lambda=0.2, L=3.5)",burst,50,1,0.0,0.0078,0.0,0.0,-1,0,313,39971,5
"CUSUM(k=0.5, h=3.5)",burst,50,1,0.0,0.0044,0.0,0.0,-1,0,177,40107,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,1,0.0,0.082,0.0,0.0,-1,0,3304,36980,5
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,1,0.0,0.0348,0.0,0.0,-1,0,1401,38883,5
"ZScore(w=50, thr=3.0)",burst,50,2,0.8,0.0472,0.0021,0.0042,0,4,1899,38359,1
"MAD(w=50, thr=3.5)",burst,50,2,1.0,0.1999,0.0006,0.0012,0,5,8048,32210,0
"EWMA(lambda=0.2, L=3.5)",burst,50,2,0.0,0.0052,0.0,0.0,-1,0,208,40050,5
"CUSUM(k=0.5, h=3.5)",burst,50,2,0.2,0.0418,0.0006,0.0012,4,1,1682,38576,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,2,0.2,0.0823,0.0003,0.0006,3,1,3314,36944,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,2,0.0,0.007,0.0,0.0,-1,0,280,39978,5
"ZScore(w=50, thr=3.0)",burst,50,3,0.8,0.0416,0.0024,0.0048,0,4,1674,38606,1
"MAD(w=50, thr=3.5)",burst,50,3,1.0,0.1742,0.0007,0.0014,0,5,7017,33263,0
"EWMA(lambda=0.2, L=3.5)",burst,50,3,0.0,0.0142,0.0,0.0,-1,0,570,39710,5
"CUSUM(k=0.5, h=3.5)",burst,50,3,0.2,0.0929,0.0003,0.0005,3,1,3741,36539,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,3,0.2,0.0847,0.0003,0.0006,3,1,3413,36867,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,3,0.0,0.0132,0.0,0.0,-1,0,532,39748,5
"ZScore(w=50, thr=3.0)",burst,50,4,0.8,0.0346,0.0029,0.0057,0,4,1394,38899,1
"MAD(w=50, thr=3.5)",burst,50,4,1.0,0.1938,0.0006,0.0013,0,5,7810,32483,0
"EWMA(lambda=0.2, L=3.5)",burst,50,4,1.0,0.046,0.0027,0.0054,0,5,1853,38440,0
"CUSUM(k=0.5, h=3.5)",burst,50,4,1.0,0.0573,0.0022,0.0043,0,5,2308,37985,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,4,1.0,0.0867,0.0014,0.0029,0,5,3494,36799,0
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,4,1.0,0.0455,0.0027,0.0054,0,5,1835,38458,0
"ZScore(w=50, thr=3.0)",burst,50,5,0.6,0.0366,0.002,0.004,0,3,1476,38815,2
"MAD(w=50, thr=3.5)",burst,50,5,1.0,0.1591,0.0008,0.0016,0,5,6409,33882,0
"EWMA(lambda=0.2, L=3.5)",burst,50,5,1.0,0.177,0.0007,0.0014,0,5,7130,33161,0
"CUSUM(k=0.5, h=3.5)",burst,50,5,1.0,0.0842,0.0015,0.0029,0,5,3392,36899,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,5,0.6,0.0993,0.0007,0.0015,1,3,3999,36292,2
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,5,0.4,0.1559,0.0003,0.0006,3,2,6282,34009,3
"ZScore(w=50, thr=3.0)",burst,50,6,0.0,0.0485,0.0,0.0,-1,0,1285,25200,5
"MAD(w=50, thr=3.5)",burst,50,6,0.0,0.2548,0.0,0.0,-1,0,6748,19737,5
"EWMA(lambda=0.2, L=3.5)",burst,50,6,0.0,0.0227,0.0,0.0,-1,0,601,25884,5
"CUSUM(k=0.5, h=3.5)",burst,50,6,0.2,0.0096,0.0039,0.0077,3,1,253,26232,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,6,0.2,0.0828,0.0005,0.0009,0,1,2193,24292,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,6,1.0,0.1017,0.0019,0.0037,0,5,2694,23791,0
"ZScore(w=50, thr=3.0)",burst,50,7,0.4,0.0383,0.0013,0.0026,0,2,1540,38620,3
"MAD(w=50, thr=3.5)",burst,50,7,1.0,0.122,0.001,0.002,0,5,4899,35261,0
"EWMA(lambda=0.2, L=3.5)",burst,50,7,0.0,0.0731,0.0,0.0,-1,0,2937,37223,5
"CUSUM(k=0.5, h=3.5)",burst,50,7,0.0,0.0643,0.0,0.0,-1,0,2583,37577,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,7,0.2,0.0922,0.0003,0.0005,4,1,3702,36458,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,7,0.0,0.1187,0.0,0.0,-1,0,4765,35395,5
"ZScore(w=50, thr=3.0)",burst,50,8,0.4,0.0355,0.0014,0.0028,0,2,1419,38575,3
"MAD(w=50, thr=3.5)",burst,50,8,0.6,0.1609,0.0005,0.0009,0,3,6436,33558,2
"EWMA(lambda=0.2, L=3.5)",burst,50,8,0.6,0.5244,0.0001,0.0003,2,3,20974,19020,2
"CUSUM(k=0.5, h=3.5)",burst,50,8,0.4,0.1774,0.0003,0.0006,1,2,7095,32899,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,8,0.2,0.1254,0.0002,0.0004,4,1,5015,34979,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,8,0.0,0.1546,0.0,0.0,-1,0,6184,33810,5
"ZScore(w=50, thr=3.0)",burst,50,9,0.0,0.0238,0.0,0.0,-1,0,960,39333,5
"MAD(w=50, thr=3.5)",burst,50,9,0.0,0.0381,0.0,0.0,-1,0,1537,38756,5
"EWMA(lambda=0.2, L=3.5)",burst,50,9,0.6,0.3218,0.0002,0.0005,2,3,12965,27328,2
"CUSUM(k=0.5, h=3.5)",burst,50,9,1.0,0.1232,0.001,0.002,0,5,4964,35329,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,9,0.4,0.1129,0.0004,0.0009,1,2,4549,35744,3
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,9,0.0,0.4198,0.0,0.0,-1,0,16914,23379,5
"ZScore(w=50, thr=3.0)",burst,50,10,0.8,0.0416,0.0024,0.0048,0,4,1674,38606,1
"MAD(w=50, thr=3.5)",burst,50,10,1.0,0.1743,0.0007,0.0014,0,5,7019,33261,0
"EWMA(lambda=0.2, L=3.5)",burst,50,10,0.0,0.0142,0.0,0.0,-1,0,570,39710,5
"CUSUM(k=0.5, h=3.5)",burst,50,10,0.0,0.0929,0.0,0.0,-1,0,3741,36539,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,10,0.0,0.0847,0.0,0.0,-1,0,3413,36867,5
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,10,0.0,0.0132,0.0,0.0,-1,0,532,39748,5
"ZScore(w=50, thr=3.0)",burst,50,11,0.6,0.0365,0.0028,0.0055,0,3,1081,28540,2
"MAD(w=50, thr=3.5)",burst,50,11,1.0,0.1837,0.0009,0.0018,0,5,5440,24181,0
"EWMA(lambda=0.2, L=3.5)",burst,50,11,1.0,0.0341,0.0049,0.0098,0,5,1010,28611,0
"CUSUM(k=0.5, h=3.5)",burst,50,11,1.0,0.0684,0.0025,0.0049,0,5,2026,27595,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,11,0.6,0.0859,0.0012,0.0024,1,3,2544,27077,2
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,11,0.0,0.0237,0.0,0.0,-1,0,703,28918,5
"ZScore(w=50, thr=3.0)",burst,50,12,0.6,0.0397,0.0019,0.0037,0,3,1601,38691,2
"MAD(w=50, thr=3.5)",burst,50,12,0.6,0.1214,0.0006,0.0012,0,3,4890,35402,2
"EWMA(lambda=0.2, L=3.5)",burst,50,12,0.2,0.0074,0.0033,0.0066,4,1,298,39994,4
"CUSUM(k=0.5, h=3.5)",burst,50,12,0.4,0.0837,0.0006,0.0012,2,2,3371,36921,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,12,0.2,0.0835,0.0003,0.0006,2,1,3365,36927,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,12,0.0,0.0014,0.0,0.0,-1,0,58,40234,5
"ZScore(w=50, thr=3.0)",burst,50,13,0.6,0.0229,0.0032,0.0065,0,3,922,39334,2
"MAD(w=50, thr=3.5)",burst,50,13,1.0,0.0283,0.0044,0.0087,0,5,1141,39115,0
"EWMA(lambda=0.2, L=3.5)",burst,50,13,0.0,0.0581,0.0,0.0,-1,0,2339,37917,5
"CUSUM(k=0.5, h=3.5)",burst,50,13,0.2,0.0435,0.0006,0.0011,3,1,1751,38505,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,13,0.2,0.0859,0.0003,0.0006,4,1,3456,36800,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,13,0.0,0.0262,0.0,0.0,-1,0,1054,39202,5
"ZScore(w=50, thr=3.0)",burst,50,14,1.0,0.035,0.0037,0.0073,0,5,1364,37622,0
"MAD(w=50, thr=3.5)",burst,50,14,1.0,0.1092,0.0012,0.0023,0,5,4259,34727,0
"EWMA(lambda=0.2, L=3.5)",burst,50,14,0.0,0.04,0.0,0.0,-1,0,1558,37428,5
"CUSUM(k=0.5, h=3.5)",burst,50,14,0.2,0.0646,0.0004,0.0008,2,1,2518,36468,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,14,0.2,0.0868,0.0003,0.0006,0,1,3385,35601,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,14,0.0,0.0141,0.0,0.0,-1,0,548,38438,5
"ZScore(w=50, thr=3.0)",burst,50,15,0.8,0.0447,0.0023,0.0045,0,4,1752,37452,1
"MAD(w=50, thr=3.5)",burst,50,15,1.0,0.2174,0.0006,0.0012,0,5,8521,30683,0
"EWMA(lambda=0.2, L=3.5)",burst,50,15,0.0,0.0435,0.0,0.0,-1,0,1704,37500,5
"CUSUM(k=0.5, h=3.5)",burst,50,15,0.2,0.1165,0.0002,0.0004,4,1,4566,34638,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,15,0.2,0.0928,0.0003,0.0005,0,1,3638,35566,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,15,1.0,0.5146,0.0002,0.0005,0,5,20175,19029,0
"ZScore(w=50, thr=3.0)",burst,50,16,0.8,0.0383,0.0026,0.0052,0,4,1537,38623,1
"MAD(w=50, thr=3.5)",burst,50,16,1.0,0.122,0.001,0.002,0,5,4899,35261,0
"EWMA(lambda=0.2, L=3.5)",burst,50,16,0.0,0.0731,0.0,0.0,-1,0,2937,37223,5
"CUSUM(k=0.5, h=3.5)",burst,50,16,0.0,0.0643,0.0,0.0,-1,0,2584,37576,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,16,0.2,0.0922,0.0003,0.0005,0,1,3703,36457,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,16,0.0,0.1187,0.0,0.0,-1,0,4765,35395,5
"ZScore(w=50, thr=3.0)",burst,50,17,0.6,0.0447,0.0017,0.0034,0,3,1753,37451,2
"MAD(w=50, thr=3.5)",burst,50,17,1.0,0.2174,0.0006,0.0012,0,5,8521,30683,0
"EWMA(lambda=0.2, L=3.5)",burst,50,17,0.0,0.0435,0.0,0.0,-1,0,1704,37500,5
"CUSUM(k=0.5, h=3.5)",burst,50,17,0.2,0.1165,0.0002,0.0004,2,1,4566,34638,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,17,0.2,0.0928,0.0003,0.0005,3,1,3638,35566,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,17,1.0,0.5146,0.0002,0.0005,0,5,20175,19029,0
"ZScore(w=50, thr=3.0)",burst,50,18,0.6,0.0367,0.002,0.004,0,3,1479,38814,2
"MAD(w=50, thr=3.5)",burst,50,18,1.0,0.2035,0.0006,0.0012,0,5,8198,32095,0
"EWMA(lambda=0.2, L=3.5)",burst,50,18,0.2,0.0099,0.0025,0.0049,4,1,400,39893,4
"CUSUM(k=0.5, h=3.5)",burst,50,18,0.2,0.0526,0.0005,0.0009,2,1,2120,38173,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,18,0.2,0.0826,0.0003,0.0006,1,1,3327,36966,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,18,0.0,0.0061,0.0,0.0,-1,0,247,40046,5
"ZScore(w=50, thr=3.0)",burst,50,19,0.6,0.0397,0.0019,0.0037,0,3,1600,38660,2
"MAD(w=50, thr=3.5)",burst,50,19,1.0,0.1733,0.0007,0.0014,0,5,6978,33282,0
"EWMA(lambda=0.2, L=3.5)",burst,50,19,1.0,0.1032,0.0012,0.0024,0,5,4155,36105,0
"CUSUM(k=0.5, h=3.5)",burst,50,19,1.0,0.0937,0.0013,0.0026,0,5,3774,36486,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,19,0.6,0.0989,0.0008,0.0015,0,3,3980,36280,2
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,19,0.0,0.1237,0.0,0.0,-1,0,4981,35279,5
"ZScore(w=50, thr=3.0)",burst,50,20,0.8,0.0426,0.0023,0.0046,0,4,1715,38567,1
"MAD(w=50, thr=3.5)",burst,50,20,1.0,0.2185,0.0006,0.0011,0,5,8801,31481,0
"EWMA(lambda=0.2, L=3.5)",burst,50,20,1.0,0.0505,0.0024,0.0049,0,5,2036,38246,0
"CUSUM(k=0.5, h=3.5)",burst,50,20,1.0,0.0573,0.0022,0.0043,0,5,2308,37974,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,20,0.6,0.0864,0.0009,0.0017,0,3,3481,36801,2
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,20,0.0,0.5724,0.0,0.0,-1,0,23057,17225,5
"ZScore(w=50, thr=3.0)",burst,50,21,0.6,0.0512,0.0015,0.0029,0,3,2062,38208,2
"MAD(w=50, thr=3.5)",burst,50,21,1.0,0.2177,0.0006,0.0011,0,5,8767,31503,0
"EWMA(lambda=0.2, L=3.5)",burst,50,21,0.0,0.0037,0.0,0.0,-1,0,151,40119,5
"CUSUM(k=0.5, h=3.5)",burst,50,21,0.2,0.0484,0.0005,0.001,3,1,1950,38320,4
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,21,0.2,0.0819,0.0003,0.0006,0,1,3297,36973,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,21,0.0,0.0037,0.0,0.0,-1,0,147,40123,5
"ZScore(w=50, thr=3.0)",burst,50,22,0.6,0.0461,0.0016,0.0032,0,3,1851,38283,2
"MAD(w=50, thr=3.5)",burst,50,22,0.0,0.2077,0.0,0.0,-1,0,8334,31800,5
"EWMA(lambda=0.2, L=3.5)",burst,50,22,0.0,0.0044,0.0,0.0,-1,0,175,39959,5
"CUSUM(k=0.5, h=3.5)",burst,50,22,0.0,0.0027,0.0,0.0,-1,0,108,40026,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,22,0.2,0.0815,0.0003,0.0006,4,1,3271,36863,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,22,0.0,0.0313,0.0,0.0,-1,0,1255,38879,5
"ZScore(w=50, thr=3.0)",burst,50,23,0.6,0.0473,0.0016,0.0031,0,3,1906,38367,2
"MAD(w=50, thr=3.5)",burst,50,23,1.0,0.2338,0.0005,0.0011,0,5,9415,30858,0
"EWMA(lambda=0.2, L=3.5)",burst,50,23,0.0,0.0879,0.0,0.0,-1,0,3542,36731,5
"CUSUM(k=0.5, h=3.5)",burst,50,23,0.0,0.0959,0.0,0.0,-1,0,3861,36412,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,23,0.0,0.0941,0.0,0.0,-1,0,3789,36484,5
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,23,0.0,0.0567,0.0,0.0,-1,0,2285,37988,5
"ZScore(w=50, thr=3.0)",burst,50,24,0.0,0.053,0.0,0.0,-1,0,2119,37840,5
"MAD(w=50, thr=3.5)",burst,50,24,1.0,0.2451,0.0005,0.001,0,5,9793,30166,0
"EWMA(lambda=0.2, L=3.5)",burst,50,24,0.0,0.0143,0.0,0.0,-1,0,571,39388,5
"CUSUM(k=0.5, h=3.5)",burst,50,24,0.0,0.0224,0.0,0.0,-1,0,894,39065,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,24,0.2,0.0828,0.0003,0.0006,0,1,3307,36652,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,24,0.0,0.0013,0.0,0.0,-1,0,53,39906,5
"ZScore(w=50, thr=3.0)",burst,50,25,0.0,0.0462,0.0,0.0,-1,0,1854,38280,5
"MAD(w=50, thr=3.5)",burst,50,25,1.0,0.2076,0.0006,0.0012,0,5,8331,31803,0
"EWMA(lambda=0.2, L=3.5)",burst,50,25,0.0,0.0044,0.0,0.0,-1,0,175,39959,5
"CUSUM(k=0.5, h=3.5)",burst,50,25,0.0,0.0027,0.0,0.0,-1,0,108,40026,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,25,0.2,0.0815,0.0003,0.0006,2,1,3271,36863,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,25,0.0,0.0313,0.0,0.0,-1,0,1255,38879,5
"ZScore(w=50, thr=3.0)",burst,50,26,0.6,0.0295,0.0025,0.005,0,3,1187,39103,2
"MAD(w=50, thr=3.5)",burst,50,26,1.0,0.0768,0.0016,0.0032,0,5,3096,37194,0
"EWMA(lambda=0.2, L=3.5)",burst,50,26,0.6,0.2462,0.0003,0.0006,2,3,9921,30369,2
"CUSUM(k=0.5, h=3.5)",burst,50,26,0.4,0.1099,0.0005,0.0009,1,2,4426,35864,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,26,0.2,0.0909,0.0003,0.0005,2,1,3662,36628,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,26,0.0,0.2111,0.0,0.0,-1,0,8505,31785,5
"ZScore(w=50, thr=3.0)",burst,50,27,0.8,0.0418,0.0274,0.053,0,4,142,3255,1
"MAD(w=50, thr=3.5)",burst,50,27,1.0,0.2611,0.0056,0.0111,0,5,887,2510,0
"EWMA(lambda=0.2, L=3.5)",burst,50,27,1.0,0.0742,0.0195,0.0382,0,5,252,3145,0
"CUSUM(k=0.5, h=3.5)",burst,50,27,1.0,0.0368,0.0385,0.0741,0,5,125,3272,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,27,0.6,0.0842,0.0104,0.0204,0,3,286,3111,2
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,27,0.2,0.1172,0.0025,0.005,4,1,398,2999,4
"ZScore(w=50, thr=3.0)",burst,50,28,0.6,0.0367,0.002,0.004,0,3,1477,38814,2
"MAD(w=50, thr=3.5)",burst,50,28,1.0,0.1592,0.0008,0.0016,0,5,6414,33877,0
"EWMA(lambda=0.2, L=3.5)",burst,50,28,1.0,0.1769,0.0007,0.0014,0,5,7126,33165,0
"CUSUM(k=0.5, h=3.5)",burst,50,28,1.0,0.0842,0.0015,0.0029,0,5,3392,36899,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,28,0.6,0.0992,0.0008,0.0015,0,3,3996,36295,2
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,28,0.4,0.156,0.0003,0.0006,3,2,6287,34004,3
"ZScore(w=50, thr=3.0)",burst,50,29,0.8,0.0479,0.0021,0.0041,0,4,1929,38358,1
"MAD(w=50, thr=3.5)",burst,50,29,1.0,0.161,0.0008,0.0015,0,5,6485,33802,0
"EWMA(lambda=0.2, L=3.5)",burst,50,29,0.6,0.0316,0.0023,0.0047,2,3,1275,39012,2
"CUSUM(k=0.5, h=3.5)",burst,50,29,0.4,0.0151,0.0033,0.0065,1,2,607,39680,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,50,29,0.2,0.0827,0.0003,0.0006,1,1,3333,36954,4
"SlidingWindow(mean, w=50, thr=3.0)",burst,50,29,0.0,0.0108,0.0,0.0,-1,0,435,39852,5
"ZScore(w=50, thr=3.0)",rate_shift,50,0,0.25,0.0478,0.0026,0.0051,0,5,1926,38346,15
"MAD(w=50, thr=3.5)",rate_shift,50,0,0.7,0.1608,0.0022,0.0043,0,14,6476,33796,6
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,0,0.0,0.0316,0.0,0.0,-1,0,1273,38999,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,0,0.0,0.0151,0.0,0.0,-1,0,607,39665,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,0,0.1,0.0828,0.0006,0.0012,-1,2,3333,36939,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,0,0.0,0.0108,0.0,0.0,-1,0,435,39837,20
"ZScore(w=50, thr=3.0)",rate_shift,50,1,0.15,0.0337,0.0022,0.0044,0,3,1356,38922,17
"MAD(w=50, thr=3.5)",rate_shift,50,1,0.95,0.1311,0.0036,0.0071,0,19,5280,34998,1
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,1,0.4,0.0094,0.0208,0.0395,-1,8,377,39901,12
"CUSUM(k=0.5, h=3.5)",rate_shift,50,1,0.2,0.0098,0.01,0.019,-1,4,396,39882,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,1,0.15,0.0811,0.0009,0.0018,2,3,3266,37012,17
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,1,0.45,0.7102,0.0003,0.0006,0,9,28604,11674,11
"ZScore(w=50, thr=3.0)",rate_shift,50,2,0.05,0.0447,0.0006,0.0011,-1,1,1750,37439,19
"MAD(w=50, thr=3.5)",rate_shift,50,2,1.0,0.2169,0.0023,0.0047,0,20,8502,30687,0
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,2,0.8,0.0436,0.0093,0.0183,4,16,1708,37481,4
"CUSUM(k=0.5, h=3.5)",rate_shift,50,2,0.5,0.1165,0.0022,0.0044,1,10,4566,34623,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,2,0.25,0.0928,0.0014,0.0027,3,5,3637,35552,15
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,2,0.0,0.5157,0.0,0.0,-1,0,20208,18981,20
"ZScore(w=50, thr=3.0)",rate_shift,50,3,0.05,0.0485,0.0005,0.001,0,1,1952,38322,19
"MAD(w=50, thr=3.5)",rate_shift,50,3,0.15,0.1614,0.0005,0.0009,0,3,6502,33772,17
"EWMA(lambda=0.2, L=3.5)",rate_shift,50,3,0.0,0.0044,0.0,0.0,-1,0,179,40095,20
"CUSUM(k=0.5, h=3.5)",rate_shift,50,3,0.1,0.0725,0.0007,0.0014,0,2,2920,37354,18
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,50,3,0.1,0.0845,0.0006,0.0012,3,2,3402,36872,18
"SlidingWindow(mean, w=50, thr=3.0)",rate_shift,50,3,0.0,0.0,0.0,0.0,-1,0,0,40274,20
