detector,window,anomaly_type,pr_auc,vus_pr,f1,precision,recall,mcc,pa_f1,nab,nab_low_fp,detected_frac,latency,fp_per_1k
robust_z,30,transient,0.8037355716154525,0.2677025084951938,0.8342541686899272,0.8287154280904281,0.8762301587301587,0.8409841122172692,0.40587586019769933,83.72349226771067,81.294325601044,0.8916666666666667,0.0,3.055555555555556
robust_z,30,real,0.13575520405608824,0.1390457451189552,0.20824111201947654,0.16680916525647466,0.7215359777472481,0.07748235569310523,0.8989953246136487,-12986.4159065054,-26067.615906505398,1.0,6.039285714285714,582.3268493856524
robust_z,50,spike,0.6369166377534035,0.1916912527202709,0.7030708670414553,0.7372817753610437,0.7555555555555556,0.7205106685385183,0.38812976214139006,67.91085471900368,62.01363249678146,0.7555555555555556,0.0,5.638888888888888
robust_z,50,drift,0.5933849569072235,0.6012054415217474,0.6982937322990063,0.5815096843499715,0.958342115687317,0.23045421157755863,0.9852655326570023,-2598.650470881582,-5296.950470881581,1.0,0.16666666666666666,362.02777777777777
robust_z,50,periodicity,0.1432396048453648,0.17857849822418626,0.23956694231214212,0.15638218772451182,0.8053333333333332,0.08526324123442382,0.8819229443663833,-2080.6392075499725,-4260.839207549973,1.0,1.0,632.0
robust_z,50,transient,0.8284228150051646,0.27827246283449,0.856548729048729,0.8667511491776198,0.8733730158730159,0.8617109628767532,0.43140438510903284,84.22473999673822,82.66640666340489,0.8916666666666667,0.020833333333333332,1.888888888888889
robust_z,50,real,0.1414513069409496,0.14431414673839746,0.21408880461662008,0.17428037223921702,0.6669622444692652,0.08560865918370483,0.872377067292019,-12473.482347633239,-25041.16568096657,1.0,8.513095238095238,524.7680140748683
hampel,10,spike,0.3654458979101409,0.13249482431549658,0.4447514238756933,0.5084660905827627,0.5888888888888888,0.4804051194473388,0.2906102313398314,38.272072314572355,12.910961203461243,0.6166666666666667,0.04444444444444444,24.36111111111111
hampel,10,drift,0.5647752003281487,0.5741381746675043,0.6859026926503728,0.5616533051428187,0.993604340256187,0.11473747602291626,0.9826738045773843,-2805.6179758795474,-5710.901309212882,1.0,0.0,421.52777777777777
hampel,10,periodicity,0.08662128770579645,0.10622291543304552,0.2244969086410577,0.12648547373818622,0.9973333333333333,0.03792961665235265,0.7508313932515746,-2819.734642546214,-5739.134642546214,1.0,0.0,851.6666666666666
hampel,10,transient,0.6080181380950742,0.21697883951362387,0.6614871732210441,0.6852472160661817,0.7028571428571428,0.673305931549781,0.3650879103194122,67.44255532763088,62.72172199429755,0.7416666666666667,0.008333333333333333,5.75
hampel,10,real,0.10745416639041137,0.11366545474749354,0.18890613521824018,0.10872020591884309,0.8310615399171388,0.02825827701771725,0.866143460379923,-13641.463477667337,-27382.55216814353,1.0,0.46071428571428574,714.326500938708
hampel,20,spike,0.5052069015500094,0.1660882012127446,0.5671024948566367,0.6622035629041202,0.611111111111111,0.5910876967729835,0.3381433329155287,45.92066565822259,28.90122121377814,0.6222222222222221,0.05,17.055555555555557
hampel,20,drift,0.5746475488811363,0.5834467993362243,0.6877511289811482,0.564788137016101,0.98524371000263,0.14677983620566373,0.9868254073321208,-2760.5189382248896,-5620.702271558223,1.0,0.0,409.13888888888886
hampel,20,periodicity,0.11039421583172951,0.1452585195385737,0.22552419725282563,0.1272287246904033,0.992,0.045384768651165155,0.9346576500422653,-2782.334642546214,-5664.334642546214,1.0,0.0,840.6666666666666
hampel,20,transient,0.7345981962584504,0.25663659571958974,0.7581345480788391,0.7626367272112831,0.8034523809523809,0.763741401808107,0.3815173671026829,66.05253358181025,51.110866915143575,0.8416666666666667,0.10694444444444445,19.138888888888893
hampel,20,real,0.12332016417545144,0.12828609727265308,0.19508943925174357,0.1172715433684703,0.8266427582180867,0.039975105183245284,0.8619931085820761,-13815.999780005166,-27731.543232386117,1.0,0.7738095238095238,700.0874789269319
hampel,30,spike,0.6037956173733549,0.18331339224388224,0.6578484637793148,0.7151090263309423,0.7388888888888889,0.6822078794615122,0.3846032176264734,55.31267264515871,38.04878375626982,0.7388888888888889,0.0,16.88888888888889
hampel,30,drift,0.5834492929025905,0.5915971843402615,0.6922725498520592,0.5711401080203342,0.9733658696006139,0.18709859088555453,0.9870357169614287,-2688.0140071381197,-5475.689007138119,1.0,0.11666666666666667,387.86111111111114
hampel,30,periodicity,0.17554049756742968,0.21690092932872668,0.26355733958261884,0.25370309228106613,0.2906666666666667,0.152339345884337,0.9174935842600513,-344.98767380595353,-789.3876738059537,1.0,12.6,112.66666666666667
hampel,30,transient,0.8222238070986797,0.2726109103615715,0.840574643078513,0.8392155067155067,0.875,0.8469374988712212,0.4080588395261059,83.78932333007155,81.79557333007156,0.8916666666666667,0.004166666666666667,2.4166666666666665
hampel,30,real,0.13426861985202912,0.13768588244127694,0.20598267538585688,0.16054074744659236,0.7433836558121244,0.0692151422495176,0.8975463057121701,-13300.138087287241,-26695.22439681105,1.0,5.189285714285715,606.7562825719168
hampel,50,spike,0.645754961416042,0.19344314199574422,0.713802173036044,0.7601322751322751,0.75,0.7305321403595748,0.38812976214139006,67.9874819912318,62.7013708801207,0.75,0.0,5.083333333333333
hampel,50,drift,0.5950101589215073,0.6029958052865002,0.6983309092435366,0.5840634084805564,0.9407344341245271,0.2324206300275239,0.9856619832550809,-2536.3170700849532,-5172.2837367516195,1.0,0.23333333333333334,345.25
hampel,50,periodicity,0.14122065137908796,0.17623767809059618,0.23240114770307568,0.13169080704877129,0.9893333333333333,0.0790521489587778,0.8828042604650908,-2671.234642546214,-5442.134642546214,1.0,0.2,806.3333333333334
hampel,50,transient,0.8436932679465374,0.2825185922879783,0.8648128206216441,0.8775502953119233,0.8771031746031746,0.869394501985939,0.43970846028094274,85.2079878916909,83.42048789169091,0.9,0.03333333333333333,2.25
hampel,50,real,0.14098539568049454,0.14392275422740228,0.21245292388495812,0.1761630766004967,0.6439845844563834,0.0817603250483255,0.8721797181430583,-12230.173227847215,-24554.547037371023,1.0,8.402380952380954,506.66148832864445
