detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
"ZScore(w=20, thr=3.0)",burst,20,18,0.2,0.0397,0.0006,0.0012,0,1,1598,38619,4
"MAD(w=20, thr=3.5)",burst,20,18,0.6,0.0773,0.001,0.0019,0,3,3107,37110,2
"EWMA(lambda=0.2, L=3.5)",burst,20,18,0.0,0.0142,0.0,0.0,-1,0,572,39645,5
"CUSUM(k=0.5, h=3.5)",burst,20,18,0.0,0.0205,0.0,0.0,-1,0,824,39393,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,18,0.2,0.0826,0.0003,0.0006,4,1,3320,36897,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,18,0.8,0.6829,0.0001,0.0003,0,4,27464,12753,1
GatedCUSUM(n=2),burst,20,18,0.0,0.0012,0.0,0.0,-1,0,49,40168,5
GatedEWMA(n=2),burst,20,18,0.0,0.0112,0.0,0.0,-1,0,449,39768,5
GatedMAD(n=2),burst,20,18,0.2,0.0248,0.001,0.002,1,1,997,39220,4
GatedZScore(n=2),burst,20,18,0.0,0.0052,0.0,0.0,-1,0,210,40007,5
Spike_AND(GatedMAD+GatedZScore),burst,20,18,0.0,0.0048,0.0,0.0,-1,0,192,40025,5
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,18,0.0,0.0113,0.0,0.0,-1,0,455,39762,5
Spike_OR(GatedMAD+GatedZScore),burst,20,18,0.2,0.0252,0.001,0.002,1,1,1015,39202,4
TwoLayerEnsemble,burst,20,18,0.0,0.0158,0.0,0.0,-1,0,635,39582,5
"ZScore(w=20, thr=3.0)",burst,20,19,0.4,0.051,0.001,0.0019,0,2,2046,38087,3
"MAD(w=20, thr=3.5)",burst,20,19,1.0,0.1382,0.0009,0.0018,0,5,5545,34588,0
"EWMA(lambda=0.2, L=3.5)",burst,20,19,0.8,0.2895,0.0003,0.0007,1,4,11617,28516,1
"CUSUM(k=0.5, h=3.5)",burst,20,19,0.6,0.1233,0.0006,0.0012,0,3,4947,35186,2
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,19,0.2,0.1209,0.0002,0.0004,2,1,4851,35282,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,19,0.0,0.2943,0.0,0.0,-1,0,11812,28321,5
GatedCUSUM(n=2),burst,20,19,0.0,0.0266,0.0,0.0,-1,0,1069,39064,5
GatedEWMA(n=2),burst,20,19,0.6,0.2638,0.0003,0.0006,2,3,10589,29544,2
GatedMAD(n=2),burst,20,19,1.0,0.0504,0.0025,0.0049,0,5,2023,38110,0
GatedZScore(n=2),burst,20,19,0.2,0.0057,0.0044,0.0085,0,1,228,39905,4
Spike_AND(GatedMAD+GatedZScore),burst,20,19,0.2,0.0054,0.0046,0.009,0,1,215,39918,4
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,19,0.6,0.2648,0.0003,0.0006,2,3,10627,29506,2
Spike_OR(GatedMAD+GatedZScore),burst,20,19,1.0,0.0507,0.0024,0.0049,0,5,2036,38097,0
TwoLayerEnsemble,burst,20,19,0.8,0.2684,0.0004,0.0007,0,4,10770,29363,1
"ZScore(w=20, thr=3.0)",burst,20,20,0.4,0.0571,0.0009,0.0018,0,2,2239,36965,3
"MAD(w=20, thr=3.5)",burst,20,20,1.0,0.1939,0.0007,0.0013,0,5,7600,31604,0
"EWMA(lambda=0.2, L=3.5)",burst,20,20,0.0,0.2499,0.0,0.0,-1,0,9799,29405,5
"CUSUM(k=0.5, h=3.5)",burst,20,20,0.0,0.1419,0.0,0.0,-1,0,5562,33642,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,20,0.2,0.147,0.0002,0.0003,0,1,5764,33440,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,20,0.0,0.3908,0.0,0.0,-1,0,15321,23883,5
GatedCUSUM(n=2),burst,20,20,0.0,0.039,0.0,0.0,-1,0,1529,37675,5
GatedEWMA(n=2),burst,20,20,0.0,0.2349,0.0,0.0,-1,0,9210,29994,5
GatedMAD(n=2),burst,20,20,0.8,0.0833,0.0012,0.0024,1,4,3266,35938,1
GatedZScore(n=2),burst,20,20,0.2,0.0087,0.0029,0.0057,1,1,343,38861,4
Spike_AND(GatedMAD+GatedZScore),burst,20,20,0.2,0.0085,0.003,0.0059,1,1,334,38870,4
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,20,0.0,0.2358,0.0,0.0,-1,0,9245,29959,5
Spike_OR(GatedMAD+GatedZScore),burst,20,20,0.8,0.0835,0.0012,0.0024,1,4,3275,35929,1
TwoLayerEnsemble,burst,20,20,0.2,0.241,0.0001,0.0002,1,1,9450,29754,4
"ZScore(w=20, thr=3.0)",burst,20,21,0.4,0.0547,0.0009,0.0018,0,2,2201,38002,3
"MAD(w=20, thr=3.5)",burst,20,21,1.0,0.1909,0.0007,0.0013,0,5,7676,32527,0
"EWMA(lambda=0.2, L=3.5)",burst,20,21,0.8,0.0322,0.0031,0.0061,1,4,1295,38908,1
"CUSUM(k=0.5, h=3.5)",burst,20,21,0.6,0.0175,0.0043,0.0085,0,3,702,39501,2
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,21,0.4,0.0833,0.0006,0.0012,0,2,3349,36854,3
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,21,0.6,0.6713,0.0001,0.0002,2,3,26987,13216,2
GatedCUSUM(n=2),burst,20,21,0.0,0.001,0.0,0.0,-1,0,42,40161,5
GatedEWMA(n=2),burst,20,21,0.6,0.024,0.0031,0.0062,2,3,963,39240,2
GatedMAD(n=2),burst,20,21,0.8,0.0709,0.0014,0.0028,1,4,2851,37352,1
GatedZScore(n=2),burst,20,21,0.0,0.0055,0.0,0.0,-1,0,223,39980,5
Spike_AND(GatedMAD+GatedZScore),burst,20,21,0.0,0.0055,0.0,0.0,-1,0,222,39981,5
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,21,0.6,0.0241,0.0031,0.0061,2,3,969,39234,2
Spike_OR(GatedMAD+GatedZScore),burst,20,21,0.8,0.0709,0.0014,0.0028,1,4,2852,37351,1
TwoLayerEnsemble,burst,20,21,0.6,0.0292,0.0025,0.0051,2,3,1175,39028,2
"ZScore(w=20, thr=3.0)",burst,20,22,0.6,0.0603,0.0012,0.0025,0,3,2411,37548,2
"MAD(w=20, thr=3.5)",burst,20,22,1.0,0.2107,0.0006,0.0012,0,5,8421,31538,0
"EWMA(lambda=0.2, L=3.5)",burst,20,22,0.8,0.3134,0.0003,0.0006,1,4,12523,27436,1
"CUSUM(k=0.5, h=3.5)",burst,20,22,1.0,0.2158,0.0006,0.0012,0,5,8624,31335,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,22,0.2,0.3378,0.0001,0.0001,4,1,13498,26461,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,22,0.0,0.002,0.0,0.0,-1,0,78,39881,5
GatedCUSUM(n=2),burst,20,22,0.8,0.1571,0.0006,0.0013,1,4,6277,33682,1
GatedEWMA(n=2),burst,20,22,0.6,0.2974,0.0003,0.0005,2,3,11883,28076,2
GatedMAD(n=2),burst,20,22,0.8,0.0889,0.0011,0.0022,1,4,3552,36407,1
GatedZScore(n=2),burst,20,22,0.4,0.0099,0.005,0.0099,1,2,397,39562,3
Spike_AND(GatedMAD+GatedZScore),burst,20,22,0.4,0.0099,0.005,0.01,1,2,395,39564,3
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,22,0.8,0.2985,0.0003,0.0007,1,4,11928,28031,1
Spike_OR(GatedMAD+GatedZScore),burst,20,22,0.8,0.0889,0.0011,0.0022,1,4,3554,36405,1
TwoLayerEnsemble,burst,20,22,0.8,0.3024,0.0003,0.0007,1,4,12085,27874,1
"ZScore(w=20, thr=3.0)",burst,20,23,0.4,0.0581,0.0009,0.0017,0,2,2319,37621,3
"MAD(w=20, thr=3.5)",burst,20,23,1.0,0.2106,0.0006,0.0012,0,5,8413,31527,0
"EWMA(lambda=0.2, L=3.5)",burst,20,23,0.8,0.0072,0.0137,0.0268,1,4,289,39651,1
"CUSUM(k=0.5, h=3.5)",burst,20,23,0.4,0.0039,0.0127,0.0245,1,2,156,39784,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,23,0.4,0.0816,0.0006,0.0012,0,2,3258,36682,3
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,23,0.2,0.0108,0.0023,0.0046,4,1,433,39507,4
GatedCUSUM(n=2),burst,20,23,0.0,0.0002,0.0,0.0,-1,0,8,39932,5
GatedEWMA(n=2),burst,20,23,0.6,0.0055,0.0134,0.0262,2,3,221,39719,2
GatedMAD(n=2),burst,20,23,0.8,0.0843,0.0012,0.0024,1,4,3367,36573,1
GatedZScore(n=2),burst,20,23,0.2,0.0075,0.0033,0.0065,1,1,301,39639,4
Spike_AND(GatedMAD+GatedZScore),burst,20,23,0.2,0.0075,0.0033,0.0065,1,1,300,39640,4
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,23,0.6,0.0056,0.0132,0.0259,2,3,224,39716,2
Spike_OR(GatedMAD+GatedZScore),burst,20,23,0.8,0.0843,0.0012,0.0024,1,4,3368,36572,1
TwoLayerEnsemble,burst,20,23,0.8,0.013,0.0077,0.0152,1,4,518,39422,1
"ZScore(w=20, thr=3.0)",burst,20,24,0.6,0.0571,0.0013,0.0026,0,3,2298,37932,2
"MAD(w=20, thr=3.5)",burst,20,24,1.0,0.1737,0.0007,0.0014,0,5,6989,33241,0
"EWMA(lambda=0.2, L=3.5)",burst,20,24,1.0,0.1759,0.0007,0.0014,0,5,7077,33153,0
"CUSUM(k=0.5, h=3.5)",burst,20,24,1.0,0.1067,0.0012,0.0023,0,5,4292,35938,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,24,1.0,0.1185,0.001,0.0021,0,5,4767,35463,0
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,24,0.2,0.5258,0.0,0.0001,4,1,21154,19076,4
GatedCUSUM(n=2),burst,20,24,0.8,0.0214,0.0046,0.0092,1,4,860,39370,1
GatedEWMA(n=2),burst,20,24,1.0,0.1655,0.0008,0.0015,0,5,6659,33571,0
GatedMAD(n=2),burst,20,24,0.8,0.0742,0.0013,0.0027,1,4,2986,37244,1
GatedZScore(n=2),burst,20,24,0.4,0.0104,0.0048,0.0094,1,2,417,39813,3
Spike_AND(GatedMAD+GatedZScore),burst,20,24,0.4,0.0099,0.005,0.0099,1,2,399,39831,3
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,24,1.0,0.1664,0.0007,0.0015,0,5,6693,33537,0
Spike_OR(GatedMAD+GatedZScore),burst,20,24,0.8,0.0747,0.0013,0.0027,1,4,3004,37226,1
TwoLayerEnsemble,burst,20,24,1.0,0.1744,0.0007,0.0014,0,5,7018,33212,0
"ZScore(w=20, thr=3.0)",burst,20,25,0.4,0.0556,0.0009,0.0018,0,2,2239,38041,3
"MAD(w=20, thr=3.5)",burst,20,25,1.0,0.175,0.0007,0.0014,0,5,7049,33231,0
"EWMA(lambda=0.2, L=3.5)",burst,20,25,0.0,0.0069,0.0,0.0,-1,0,276,40004,5
"CUSUM(k=0.5, h=3.5)",burst,20,25,0.0,0.0053,0.0,0.0,-1,0,213,40067,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,25,0.2,0.0814,0.0003,0.0006,1,1,3279,37001,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,25,1.0,0.9054,0.0001,0.0003,0,5,36470,3810,0
GatedCUSUM(n=2),burst,20,25,0.0,0.0002,0.0,0.0,-1,0,7,40273,5
GatedEWMA(n=2),burst,20,25,0.0,0.0051,0.0,0.0,-1,0,205,40075,5
GatedMAD(n=2),burst,20,25,0.8,0.0634,0.0016,0.0031,1,4,2553,37727,1
GatedZScore(n=2),burst,20,25,0.2,0.0075,0.0033,0.0065,1,1,303,39977,4
Spike_AND(GatedMAD+GatedZScore),burst,20,25,0.2,0.0074,0.0033,0.0066,1,1,299,39981,4
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,25,0.0,0.0052,0.0,0.0,-1,0,208,40072,5
Spike_OR(GatedMAD+GatedZScore),burst,20,25,0.8,0.0635,0.0016,0.0031,1,4,2557,37723,1
TwoLayerEnsemble,burst,20,25,0.2,0.0125,0.002,0.0039,1,1,503,39777,4
"ZScore(w=20, thr=3.0)",burst,20,26,0.2,0.0413,0.0006,0.0012,0,1,1665,38626,4
"MAD(w=20, thr=3.5)",burst,20,26,1.0,0.0929,0.0013,0.0027,0,5,3745,36546,0
"EWMA(lambda=0.2, L=3.5)",burst,20,26,1.0,0.5857,0.0002,0.0004,0,5,23600,16691,0
"CUSUM(k=0.5, h=3.5)",burst,20,26,1.0,0.2578,0.0005,0.001,0,5,10389,29902,0
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,26,1.0,0.1651,0.0008,0.0015,0,5,6651,33640,0
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,26,0.0,0.0033,0.0,0.0,-1,0,133,40158,5
GatedCUSUM(n=2),burst,20,26,1.0,0.0774,0.0016,0.0032,0,5,3120,37171,0
GatedEWMA(n=2),burst,20,26,1.0,0.5472,0.0002,0.0005,0,5,22046,18245,0
GatedMAD(n=2),burst,20,26,1.0,0.0198,0.0062,0.0124,0,5,799,39492,0
GatedZScore(n=2),burst,20,26,0.2,0.0032,0.0078,0.0149,0,1,128,40163,4
Spike_AND(GatedMAD+GatedZScore),burst,20,26,0.2,0.0029,0.0084,0.0161,0,1,118,40173,4
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,26,1.0,0.5488,0.0002,0.0005,0,5,22110,18181,0
Spike_OR(GatedMAD+GatedZScore),burst,20,26,1.0,0.0201,0.0061,0.0122,0,5,809,39482,0
TwoLayerEnsemble,burst,20,26,1.0,0.5494,0.0002,0.0005,0,5,22135,18156,0
"ZScore(w=20, thr=3.0)",burst,20,27,0.2,0.0556,0.0004,0.0009,0,1,2240,38040,4
"MAD(w=20, thr=3.5)",burst,20,27,1.0,0.1749,0.0007,0.0014,0,5,7045,33235,0
"EWMA(lambda=0.2, L=3.5)",burst,20,27,0.0,0.0069,0.0,0.0,-1,0,276,40004,5
"CUSUM(k=0.5, h=3.5)",burst,20,27,0.0,0.0053,0.0,0.0,-1,0,213,40067,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,27,0.2,0.0814,0.0003,0.0006,1,1,3277,37003,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,27,1.0,0.9054,0.0001,0.0003,0,5,36470,3810,0
GatedCUSUM(n=2),burst,20,27,0.0,0.0002,0.0,0.0,-1,0,7,40273,5
GatedEWMA(n=2),burst,20,27,0.0,0.0051,0.0,0.0,-1,0,205,40075,5
GatedMAD(n=2),burst,20,27,0.8,0.0632,0.0016,0.0031,1,4,2547,37733,1
GatedZScore(n=2),burst,20,27,0.0,0.0075,0.0,0.0,-1,0,303,39977,5
Spike_AND(GatedMAD+GatedZScore),burst,20,27,0.0,0.0074,0.0,0.0,-1,0,299,39981,5
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,27,0.0,0.0052,0.0,0.0,-1,0,208,40072,5
Spike_OR(GatedMAD+GatedZScore),burst,20,27,0.8,0.0633,0.0016,0.0031,1,4,2551,37729,1
TwoLayerEnsemble,burst,20,27,0.0,0.0125,0.0,0.0,-1,0,503,39777,5
"ZScore(w=20, thr=3.0)",burst,20,28,0.2,0.058,0.0004,0.0009,0,1,2318,37622,4
"MAD(w=20, thr=3.5)",burst,20,28,1.0,0.2106,0.0006,0.0012,0,5,8411,31529,0
"EWMA(lambda=0.2, L=3.5)",burst,20,28,0.4,0.0072,0.0069,0.0136,3,2,288,39652,3
"CUSUM(k=0.5, h=3.5)",burst,20,28,0.4,0.0039,0.0127,0.0245,1,2,156,39784,3
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,28,0.2,0.0816,0.0003,0.0006,3,1,3258,36682,4
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,28,0.0,0.0106,0.0,0.0,-1,0,423,39517,5
GatedCUSUM(n=2),burst,20,28,0.0,0.0002,0.0,0.0,-1,0,8,39932,5
GatedEWMA(n=2),burst,20,28,0.2,0.0055,0.0045,0.0088,4,1,220,39720,4
GatedMAD(n=2),burst,20,28,0.8,0.0843,0.0012,0.0024,1,4,3367,36573,1
GatedZScore(n=2),burst,20,28,0.0,0.0075,0.0,0.0,-1,0,301,39639,5
Spike_AND(GatedMAD+GatedZScore),burst,20,28,0.0,0.0075,0.0,0.0,-1,0,300,39640,5
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,28,0.2,0.0056,0.0045,0.0087,4,1,223,39717,4
Spike_OR(GatedMAD+GatedZScore),burst,20,28,0.8,0.0843,0.0012,0.0024,1,4,3368,36572,1
TwoLayerEnsemble,burst,20,28,0.2,0.0129,0.0019,0.0038,4,1,517,39423,4
"ZScore(w=20, thr=3.0)",burst,20,29,0.4,0.0472,0.0011,0.0021,0,2,1897,38263,3
"MAD(w=20, thr=3.5)",burst,20,29,1.0,0.1115,0.0011,0.0022,0,5,4478,35682,0
"EWMA(lambda=0.2, L=3.5)",burst,20,29,0.0,0.0638,0.0,0.0,-1,0,2563,37597,5
"CUSUM(k=0.5, h=3.5)",burst,20,29,0.0,0.0506,0.0,0.0,-1,0,2033,38127,5
"PageHinkley(delta=0.5, lambda=12.0)",burst,20,29,0.0,0.0895,0.0,0.0,-1,0,3596,36564,5
"SlidingWindow(mean, w=20, thr=3.0)",burst,20,29,0.0,0.275,0.0,0.0,-1,0,11042,29118,5
GatedCUSUM(n=2),burst,20,29,0.0,0.004,0.0,0.0,-1,0,162,39998,5
GatedEWMA(n=2),burst,20,29,0.0,0.056,0.0,0.0,-1,0,2250,37910,5
GatedMAD(n=2),burst,20,29,0.8,0.0363,0.0027,0.0055,1,4,1457,38703,1
GatedZScore(n=2),burst,20,29,0.2,0.0058,0.0043,0.0084,1,1,232,39928,4
Spike_AND(GatedMAD+GatedZScore),burst,20,29,0.2,0.0057,0.0044,0.0086,1,1,227,39933,4
Sustained_OR(GatedEWMA+GatedCUSUM),burst,20,29,0.0,0.0566,0.0,0.0,-1,0,2275,37885,5
Spike_OR(GatedMAD+GatedZScore),burst,20,29,0.8,0.0364,0.0027,0.0054,1,4,1462,38698,1
TwoLayerEnsemble,burst,20,29,0.2,0.0618,0.0004,0.0008,1,1,2483,37677,4
"ZScore(w=20, thr=3.0)",rate_shift,20,0,0.05,0.0634,0.0005,0.0011,0,1,1824,26943,19
"MAD(w=20, thr=3.5)",rate_shift,20,0,0.35,0.1894,0.0013,0.0026,0,7,5449,23318,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,0,0.0,0.0197,0.0,0.0,-1,0,568,28199,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,0,0.0,0.0102,0.0,0.0,-1,0,293,28474,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,0,0.1,0.0832,0.0008,0.0017,-1,2,2393,26374,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,0,0.0,0.0014,0.0,0.0,-1,0,39,28728,20
GatedCUSUM(n=2),rate_shift,20,0,0.0,0.001,0.0,0.0,-1,0,28,28739,20
GatedEWMA(n=2),rate_shift,20,0,0.0,0.0147,0.0,0.0,-1,0,423,28344,20
GatedMAD(n=2),rate_shift,20,0,0.3,0.0932,0.0022,0.0044,1,6,2680,26087,14
GatedZScore(n=2),rate_shift,20,0,0.0,0.0151,0.0,0.0,-1,0,435,28332,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,0,0.0,0.0151,0.0,0.0,-1,0,434,28333,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,0,0.0,0.0148,0.0,0.0,-1,0,425,28342,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,0,0.3,0.0932,0.0022,0.0044,1,6,2681,26086,14
TwoLayerEnsemble,rate_shift,20,0,0.0,0.0296,0.0,0.0,-1,0,852,27915,20
"ZScore(w=20, thr=3.0)",rate_shift,20,1,0.1,0.0341,0.0015,0.0029,0,2,1373,38905,18
"MAD(w=20, thr=3.5)",rate_shift,20,1,0.3,0.0453,0.0033,0.0065,0,6,1826,38452,14
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,1,1.0,0.8212,0.0006,0.0012,0,20,33077,7201,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,1,1.0,0.6216,0.0008,0.0016,0,20,25037,15241,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,1,0.6,0.3018,0.001,0.002,0,12,12154,28124,8
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,1,0.1,0.0204,0.0024,0.0047,-1,2,823,39455,18
GatedCUSUM(n=2),rate_shift,20,1,1.0,0.4832,0.001,0.0021,0,20,19463,20815,0
GatedEWMA(n=2),rate_shift,20,1,1.0,0.8059,0.0006,0.0012,0,20,32459,7819,0
GatedMAD(n=2),rate_shift,20,1,0.15,0.0113,0.0065,0.0125,1,3,456,39822,17
GatedZScore(n=2),rate_shift,20,1,0.0,0.0027,0.0,0.0,-1,0,107,40171,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,1,0.0,0.0017,0.0,0.0,-1,0,68,40210,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,1,1.0,0.8067,0.0006,0.0012,0,20,32492,7786,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,1,0.15,0.0123,0.006,0.0116,1,3,495,39783,17
TwoLayerEnsemble,rate_shift,20,1,1.0,0.8071,0.0006,0.0012,0,20,32507,7771,0
"ZScore(w=20, thr=3.0)",rate_shift,20,2,0.05,0.0473,0.0005,0.001,-1,1,1897,38248,19
"MAD(w=20, thr=3.5)",rate_shift,20,2,0.1,0.1115,0.0004,0.0009,-1,2,4477,35668,18
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,2,0.0,0.0638,0.0,0.0,-1,0,2563,37582,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,2,0.05,0.0506,0.0005,0.001,-1,1,2033,38112,19
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,2,0.1,0.0895,0.0006,0.0011,-1,2,3594,36551,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,2,0.0,0.2751,0.0,0.0,-1,0,11043,29102,20
GatedCUSUM(n=2),rate_shift,20,2,0.0,0.004,0.0,0.0,-1,0,162,39983,20
GatedEWMA(n=2),rate_shift,20,2,0.0,0.056,0.0,0.0,-1,0,2250,37895,20
GatedMAD(n=2),rate_shift,20,2,0.0,0.0363,0.0,0.0,-1,0,1457,38688,20
GatedZScore(n=2),rate_shift,20,2,0.0,0.0058,0.0,0.0,-1,0,232,39913,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,2,0.0,0.0057,0.0,0.0,-1,0,227,39918,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,2,0.0,0.0567,0.0,0.0,-1,0,2275,37870,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,2,0.0,0.0364,0.0,0.0,-1,0,1462,38683,20
TwoLayerEnsemble,rate_shift,20,2,0.0,0.0619,0.0,0.0,-1,0,2483,37662,20
"ZScore(w=20, thr=3.0)",rate_shift,20,3,0.1,0.0325,0.0015,0.003,0,2,1307,38960,18
"MAD(w=20, thr=3.5)",rate_shift,20,3,0.15,0.0756,0.001,0.002,0,3,3043,37224,17
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,3,1.0,0.1266,0.0039,0.0078,0,20,5096,35171,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,3,0.5,0.0651,0.0038,0.0075,0,10,2620,37647,10
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,3,0.3,0.0939,0.0016,0.0032,0,6,3782,36485,14
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,3,0.75,0.2865,0.0013,0.0026,-1,15,11536,28731,5
GatedCUSUM(n=2),rate_shift,20,3,0.05,0.0038,0.0064,0.0114,-1,1,155,40112,19
GatedEWMA(n=2),rate_shift,20,3,1.0,0.1006,0.0049,0.0098,0,20,4049,36218,0
GatedMAD(n=2),rate_shift,20,3,0.0,0.014,0.0,0.0,-1,0,563,39704,20
GatedZScore(n=2),rate_shift,20,3,0.0,0.0013,0.0,0.0,-1,0,54,40213,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,3,0.0,0.0012,0.0,0.0,-1,0,50,40217,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,3,1.0,0.1011,0.0049,0.0097,0,20,4071,36196,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,3,0.0,0.0141,0.0,0.0,-1,0,567,39700,20
TwoLayerEnsemble,rate_shift,20,3,1.0,0.1019,0.0049,0.0097,0,20,4102,36165,0
"ZScore(w=20, thr=3.0)",rate_shift,20,4,0.0,0.066,0.0,0.0,-1,0,2657,37621,20
"MAD(w=20, thr=3.5)",rate_shift,20,4,0.45,0.199,0.0011,0.0022,0,9,8016,32262,11
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,4,0.0,0.186,0.0,0.0,-1,0,7491,32787,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,4,0.0,0.1273,0.0,0.0,-1,0,5128,35150,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,4,0.1,0.1522,0.0003,0.0007,-1,2,6130,34148,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,4,0.0,0.0,0.0,0.0,-1,0,0,40278,20
GatedCUSUM(n=2),rate_shift,20,4,0.0,0.0665,0.0,0.0,-1,0,2680,37598,20
GatedEWMA(n=2),rate_shift,20,4,0.0,0.18,0.0,0.0,-1,0,7252,33026,20
GatedMAD(n=2),rate_shift,20,4,0.4,0.0913,0.0022,0.0043,1,8,3679,36599,12
GatedZScore(n=2),rate_shift,20,4,0.0,0.0155,0.0,0.0,-1,0,624,39654,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,4,0.0,0.0155,0.0,0.0,-1,0,623,39655,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,4,0.0,0.181,0.0,0.0,-1,0,7289,32989,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,4,0.4,0.0914,0.0022,0.0043,1,8,3680,36598,12
TwoLayerEnsemble,rate_shift,20,4,0.0,0.1926,0.0,0.0,-1,0,7756,32522,20
"ZScore(w=20, thr=3.0)",rate_shift,20,5,0.1,0.0548,0.0009,0.0018,0,2,2204,37984,18
"MAD(w=20, thr=3.5)",rate_shift,20,5,0.5,0.1913,0.0013,0.0026,0,10,7687,32501,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,5,0.0,0.0321,0.0,0.0,-1,0,1291,38897,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,5,0.0,0.0175,0.0,0.0,-1,0,702,39486,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,5,0.05,0.0833,0.0003,0.0006,-1,1,3348,36840,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,5,1.0,0.6705,0.0007,0.0015,0,20,26948,13240,0
GatedCUSUM(n=2),rate_shift,20,5,0.0,0.001,0.0,0.0,-1,0,42,40146,20
GatedEWMA(n=2),rate_shift,20,5,0.0,0.0239,0.0,0.0,-1,0,959,39229,20
GatedMAD(n=2),rate_shift,20,5,0.4,0.0712,0.0028,0.0055,1,8,2860,37328,12
GatedZScore(n=2),rate_shift,20,5,0.05,0.0056,0.0044,0.0082,1,1,224,39964,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,5,0.05,0.0055,0.0045,0.0082,1,1,223,39965,19
