detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,9,0.0,0.0913,0.0,0.0,-1,0,3676,36602,20
TwoLayerEnsemble,gradual_drift,20,9,0.75,0.1928,0.0019,0.0038,-1,15,7765,32513,5
"ZScore(w=20, thr=3.0)",gradual_drift,20,10,0.15,0.0526,0.0014,0.0028,4,3,2113,38094,17
"MAD(w=20, thr=3.5)",gradual_drift,20,10,0.3,0.1627,0.0009,0.0018,1,6,6541,33666,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,10,0.05,0.0947,0.0003,0.0005,-1,1,3809,36398,19
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,10,0.05,0.0829,0.0003,0.0006,-1,1,3334,36873,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,10,0.05,0.0955,0.0003,0.0005,-1,1,3838,36369,19
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,10,0.4,0.3932,0.0005,0.001,0,8,15809,24398,12
GatedCUSUM(n=2),gradual_drift,20,10,0.0,0.0052,0.0,0.0,-1,0,211,39996,20
GatedEWMA(n=2),gradual_drift,20,10,0.0,0.077,0.0,0.0,-1,0,3096,37111,20
GatedMAD(n=2),gradual_drift,20,10,0.25,0.0487,0.0025,0.005,2,5,1958,38249,15
GatedZScore(n=2),gradual_drift,20,10,0.1,0.0057,0.0087,0.016,-1,2,228,39979,18
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,10,0.1,0.0054,0.0091,0.0167,-1,2,217,39990,18
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,10,0.0,0.0785,0.0,0.0,-1,0,3157,37050,20
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,10,0.25,0.049,0.0025,0.005,2,5,1969,38238,15
TwoLayerEnsemble,gradual_drift,20,10,0.1,0.0826,0.0006,0.0012,-1,2,3322,36885,18
"ZScore(w=20, thr=3.0)",gradual_drift,20,11,0.1,0.032,0.0016,0.0031,-1,2,1287,38954,18
"MAD(w=20, thr=3.5)",gradual_drift,20,11,0.15,0.0424,0.0018,0.0035,-1,3,1707,38534,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,11,0.7,0.149,0.0023,0.0046,-1,14,5994,34247,6
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,11,0.45,0.073,0.0031,0.0061,-1,9,2937,37304,11
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,11,0.25,0.0946,0.0013,0.0026,0,5,3807,36434,15
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,11,0.25,0.3401,0.0004,0.0007,-1,5,13686,26555,15
GatedCUSUM(n=2),gradual_drift,20,11,0.1,0.0016,0.0308,0.0471,-1,2,63,40178,18
GatedEWMA(n=2),gradual_drift,20,11,0.65,0.1247,0.0026,0.0051,-1,13,5018,35223,7
GatedMAD(n=2),gradual_drift,20,11,0.0,0.0061,0.0,0.0,-1,0,247,39994,20
GatedZScore(n=2),gradual_drift,20,11,0.0,0.0017,0.0,0.0,-1,0,70,40171,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,11,0.0,0.0014,0.0,0.0,-1,0,55,40186,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,11,0.65,0.1249,0.0026,0.0051,-1,13,5028,35213,7
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,11,0.0,0.0065,0.0,0.0,-1,0,262,39979,20
TwoLayerEnsemble,gradual_drift,20,11,0.65,0.126,0.0026,0.0051,-1,13,5071,35170,7
"ZScore(w=20, thr=3.0)",gradual_drift,20,12,0.15,0.0533,0.0014,0.0028,-1,3,2145,38099,17
"MAD(w=20, thr=3.5)",gradual_drift,20,12,0.3,0.1547,0.001,0.0019,1,6,6225,34019,14
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,12,0.7,0.2017,0.0017,0.0034,-1,14,8119,32125,6
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,12,0.6,0.0721,0.0041,0.0082,4,12,2902,37342,8
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,12,0.4,0.1067,0.0019,0.0037,1,8,4294,35950,12
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,12,0.0,0.0078,0.0,0.0,-1,0,315,39929,20
GatedCUSUM(n=2),gradual_drift,20,12,0.4,0.0171,0.0115,0.0224,-1,8,687,39557,12
GatedEWMA(n=2),gradual_drift,20,12,0.65,0.1853,0.0017,0.0035,-1,13,7458,32786,7
GatedMAD(n=2),gradual_drift,20,12,0.05,0.0432,0.0006,0.0011,4,1,1739,38505,19
GatedZScore(n=2),gradual_drift,20,12,0.0,0.0052,0.0,0.0,-1,0,208,40036,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,12,0.0,0.0051,0.0,0.0,-1,0,205,40039,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,12,0.65,0.1858,0.0017,0.0035,-1,13,7478,32766,7
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,12,0.05,0.0433,0.0006,0.0011,4,1,1742,38502,19
TwoLayerEnsemble,gradual_drift,20,12,0.65,0.1889,0.0017,0.0034,-1,13,7602,32642,7
"ZScore(w=20, thr=3.0)",gradual_drift,20,13,0.1,0.0522,0.001,0.002,-1,2,2022,36736,18
"MAD(w=20, thr=3.5)",gradual_drift,20,13,0.4,0.1531,0.0013,0.0027,0,8,5934,32824,12
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,13,0.0,0.0407,0.0,0.0,-1,0,1579,37179,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,13,0.0,0.0159,0.0,0.0,-1,0,616,38142,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,13,0.1,0.0842,0.0006,0.0012,-1,2,3263,35495,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,13,1.0,0.6016,0.0009,0.0017,0,20,23317,15441,0
GatedCUSUM(n=2),gradual_drift,20,13,0.0,0.0029,0.0,0.0,-1,0,112,38646,20
GatedEWMA(n=2),gradual_drift,20,13,0.0,0.0329,0.0,0.0,-1,0,1276,37482,20
GatedMAD(n=2),gradual_drift,20,13,0.25,0.0506,0.0025,0.005,3,5,1961,36797,15
GatedZScore(n=2),gradual_drift,20,13,0.0,0.0065,0.0,0.0,-1,0,251,38507,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,13,0.0,0.0062,0.0,0.0,-1,0,242,38516,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,13,0.0,0.0331,0.0,0.0,-1,0,1281,37477,20
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,13,0.25,0.0508,0.0025,0.005,3,5,1970,36788,15
TwoLayerEnsemble,gradual_drift,20,13,0.0,0.0386,0.0,0.0,-1,0,1496,37262,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,14,0.15,0.0496,0.0015,0.003,1,3,1998,38279,17
"MAD(w=20, thr=3.5)",gradual_drift,20,14,0.5,0.2239,0.0011,0.0022,0,10,9017,31260,10
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,14,0.6,0.0828,0.0036,0.0071,2,12,3334,36943,8
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,14,0.4,0.0431,0.0046,0.0091,1,8,1736,38541,12
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,14,0.15,0.0891,0.0008,0.0017,-1,3,3589,36688,17
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,14,0.25,0.406,0.0003,0.0006,0,5,16352,23925,15
GatedCUSUM(n=2),gradual_drift,20,14,0.05,0.0029,0.0085,0.0145,-1,1,117,40160,19
GatedEWMA(n=2),gradual_drift,20,14,0.5,0.0609,0.0041,0.0081,-1,10,2454,37823,10
GatedMAD(n=2),gradual_drift,20,14,0.5,0.0757,0.0033,0.0065,0,10,3049,37228,10
GatedZScore(n=2),gradual_drift,20,14,0.05,0.0037,0.0067,0.0118,2,1,149,40128,19
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,14,0.05,0.0036,0.0068,0.012,2,1,146,40131,19
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,14,0.5,0.0614,0.004,0.008,-1,10,2474,37803,10
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,14,0.5,0.0758,0.0033,0.0065,0,10,3052,37225,10
TwoLayerEnsemble,gradual_drift,20,14,0.55,0.0642,0.0042,0.0084,2,11,2586,37691,9
"ZScore(w=20, thr=3.0)",gradual_drift,20,15,0.05,0.0533,0.0005,0.0009,-1,1,2147,38097,19
"MAD(w=20, thr=3.5)",gradual_drift,20,15,0.1,0.1549,0.0003,0.0006,3,2,6234,34010,18
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,15,0.95,0.2021,0.0023,0.0046,1,19,8134,32110,1
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,15,0.85,0.0722,0.0058,0.0116,1,17,2905,37339,3
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,15,0.5,0.1068,0.0023,0.0046,0,10,4297,35947,10
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,15,0.0,0.0078,0.0,0.0,-1,0,315,39929,20
GatedCUSUM(n=2),gradual_drift,20,15,0.7,0.0171,0.0199,0.0388,-1,14,688,39556,6
GatedEWMA(n=2),gradual_drift,20,15,0.9,0.1857,0.0024,0.0048,2,18,7473,32771,2
GatedMAD(n=2),gradual_drift,20,15,0.0,0.0433,0.0,0.0,-1,0,1741,38503,20
GatedZScore(n=2),gradual_drift,20,15,0.0,0.0052,0.0,0.0,-1,0,208,40036,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,15,0.0,0.0051,0.0,0.0,-1,0,205,40039,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,15,0.9,0.1862,0.0024,0.0048,2,18,7493,32751,2
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,15,0.0,0.0433,0.0,0.0,-1,0,1744,38500,20
TwoLayerEnsemble,gradual_drift,20,15,0.9,0.1893,0.0024,0.0047,2,18,7617,32627,2
"ZScore(w=20, thr=3.0)",gradual_drift,20,16,0.2,0.0508,0.002,0.0039,1,4,2047,38220,16
"MAD(w=20, thr=3.5)",gradual_drift,20,16,0.55,0.1276,0.0021,0.0043,1,11,5139,35128,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,16,0.4,0.0856,0.0023,0.0046,-1,8,3445,36822,12
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,16,0.15,0.0547,0.0014,0.0027,-1,3,2201,38066,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,16,0.15,0.091,0.0008,0.0016,-1,3,3666,36601,17
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,16,0.4,0.6804,0.0003,0.0006,0,8,27399,12868,12
GatedCUSUM(n=2),gradual_drift,20,16,0.0,0.0033,0.0,0.0,-1,0,134,40133,20
GatedEWMA(n=2),gradual_drift,20,16,0.3,0.0712,0.0021,0.0041,-1,6,2868,37399,14
GatedMAD(n=2),gradual_drift,20,16,0.4,0.0441,0.0045,0.0089,2,8,1776,38491,12
GatedZScore(n=2),gradual_drift,20,16,0.0,0.006,0.0,0.0,-1,0,240,40027,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,16,0.0,0.0059,0.0,0.0,-1,0,237,40030,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,16,0.3,0.0717,0.0021,0.0041,-1,6,2886,37381,14
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,16,0.4,0.0442,0.0045,0.0089,2,8,1779,38488,12
TwoLayerEnsemble,gradual_drift,20,16,0.3,0.0771,0.0019,0.0038,-1,6,3104,37163,14
"ZScore(w=20, thr=3.0)",gradual_drift,20,17,0.1,0.0325,0.0015,0.003,-1,2,1309,38958,18
"MAD(w=20, thr=3.5)",gradual_drift,20,17,0.05,0.0755,0.0003,0.0007,-1,1,3039,37228,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,17,0.8,0.1271,0.0031,0.0062,4,16,5117,35150,4
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,17,0.75,0.0651,0.0057,0.0113,4,15,2622,37645,5
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,17,0.4,0.0939,0.0021,0.0042,4,8,3782,36485,12
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,17,0.5,0.2869,0.0009,0.0017,-1,10,11551,28716,10
GatedCUSUM(n=2),gradual_drift,20,17,0.65,0.0038,0.0774,0.1383,-1,13,155,40112,7
GatedEWMA(n=2),gradual_drift,20,17,0.75,0.101,0.0037,0.0073,-1,15,4067,36200,5
GatedMAD(n=2),gradual_drift,20,17,0.0,0.0139,0.0,0.0,-1,0,561,39706,20
GatedZScore(n=2),gradual_drift,20,17,0.05,0.0013,0.0182,0.0267,-1,1,54,40213,19
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,17,0.0,0.0012,0.0,0.0,-1,0,50,40217,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,17,0.75,0.1015,0.0037,0.0073,-1,15,4089,36178,5
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,17,0.05,0.014,0.0018,0.0034,-1,1,565,39702,19
TwoLayerEnsemble,gradual_drift,20,17,0.75,0.1023,0.0036,0.0072,-1,15,4120,36147,5
"ZScore(w=20, thr=3.0)",gradual_drift,20,18,0.0,0.0531,0.0,0.0,-1,0,1748,31178,20
"MAD(w=20, thr=3.5)",gradual_drift,20,18,0.55,0.1672,0.002,0.004,0,11,5506,27420,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,18,0.0,0.0091,0.0,0.0,-1,0,301,32625,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,18,0.0,0.0174,0.0,0.0,-1,0,574,32352,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,18,0.05,0.0818,0.0004,0.0007,-1,1,2693,30233,19
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,18,1.0,0.691,0.0009,0.0018,0,20,22753,10173,0
GatedCUSUM(n=2),gradual_drift,20,18,0.0,0.0002,0.0,0.0,-1,0,6,32920,20
GatedEWMA(n=2),gradual_drift,20,18,0.0,0.006,0.0,0.0,-1,0,199,32727,20
GatedMAD(n=2),gradual_drift,20,18,0.5,0.0701,0.0043,0.0086,1,10,2309,30617,10
GatedZScore(n=2),gradual_drift,20,18,0.0,0.0054,0.0,0.0,-1,0,179,32747,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,18,0.0,0.0054,0.0,0.0,-1,0,178,32748,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,18,0.0,0.0061,0.0,0.0,-1,0,201,32725,20
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,18,0.5,0.0702,0.0043,0.0085,1,10,2310,30616,10
TwoLayerEnsemble,gradual_drift,20,18,0.0,0.0114,0.0,0.0,-1,0,377,32549,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,19,0.3,0.0472,0.0032,0.0063,1,6,1893,38252,14
"MAD(w=20, thr=3.5)",gradual_drift,20,19,0.5,0.1113,0.0022,0.0044,1,10,4469,35676,10
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,19,0.3,0.0637,0.0023,0.0046,-1,6,2559,37586,14
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,19,0.15,0.0506,0.0015,0.0029,-1,3,2031,38114,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,19,0.15,0.0895,0.0008,0.0017,-1,3,3592,36553,17
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,19,0.45,0.2749,0.0008,0.0016,0,9,11037,29108,11
GatedCUSUM(n=2),gradual_drift,20,19,0.1,0.004,0.0123,0.022,-1,2,160,39985,18
GatedEWMA(n=2),gradual_drift,20,19,0.25,0.056,0.0022,0.0044,-1,5,2247,37898,15
GatedMAD(n=2),gradual_drift,20,19,0.4,0.0362,0.0055,0.0108,2,8,1452,38693,12
GatedZScore(n=2),gradual_drift,20,19,0.2,0.0057,0.0172,0.0316,-1,4,229,39916,16
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,19,0.1,0.0056,0.0088,0.0163,-1,2,224,39921,18
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,19,0.3,0.0566,0.0026,0.0052,-1,6,2271,37874,14
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,19,0.5,0.0363,0.0068,0.0134,2,10,1457,38688,10
TwoLayerEnsemble,gradual_drift,20,19,0.3,0.0617,0.0024,0.0048,-1,6,2477,37668,14
"ZScore(w=20, thr=3.0)",gradual_drift,20,20,0.05,0.0358,0.0007,0.0014,-1,1,1443,38835,19
"MAD(w=20, thr=3.5)",gradual_drift,20,20,0.25,0.058,0.0021,0.0042,1,5,2338,37940,15
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,20,0.75,0.6938,0.0005,0.0011,0,15,27945,12333,5
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,20,0.3,0.3921,0.0004,0.0008,-1,6,15793,24485,14
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,20,0.25,0.1672,0.0007,0.0015,-1,5,6736,33542,15
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,20,0.2,0.2549,0.0004,0.0008,-1,4,10266,30012,16
GatedCUSUM(n=2),gradual_drift,20,20,0.05,0.1684,0.0001,0.0003,-1,1,6782,33496,19
GatedEWMA(n=2),gradual_drift,20,20,0.7,0.6705,0.0005,0.001,0,14,27007,13271,6
GatedMAD(n=2),gradual_drift,20,20,0.1,0.0177,0.0028,0.0054,4,2,713,39565,18
GatedZScore(n=2),gradual_drift,20,20,0.0,0.004,0.0,0.0,-1,0,162,40116,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,20,0.0,0.0034,0.0,0.0,-1,0,137,40141,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,20,0.7,0.6733,0.0005,0.001,0,14,27119,13159,6
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,20,0.1,0.0183,0.0027,0.0053,4,2,738,39540,18
TwoLayerEnsemble,gradual_drift,20,20,0.7,0.674,0.0005,0.001,0,14,27149,13129,6
"ZScore(w=20, thr=3.0)",gradual_drift,20,21,0.15,0.0473,0.0016,0.0031,1,3,1897,38248,17
"MAD(w=20, thr=3.5)",gradual_drift,20,21,0.45,0.1115,0.002,0.004,1,9,4476,35669,11
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,21,0.15,0.0638,0.0012,0.0023,-1,3,2563,37582,17
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,21,0.1,0.0507,0.001,0.0019,-1,2,2034,38111,18
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,21,0.1,0.0895,0.0006,0.0011,-1,2,3593,36552,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,21,0.0,0.2751,0.0,0.0,-1,0,11043,29102,20
GatedCUSUM(n=2),gradual_drift,20,21,0.0,0.004,0.0,0.0,-1,0,162,39983,20
GatedEWMA(n=2),gradual_drift,20,21,0.1,0.056,0.0009,0.0018,-1,2,2250,37895,18
GatedMAD(n=2),gradual_drift,20,21,0.4,0.0363,0.0055,0.0108,2,8,1457,38688,12
GatedZScore(n=2),gradual_drift,20,21,0.1,0.0058,0.0085,0.0157,2,2,232,39913,18
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,21,0.1,0.0057,0.0087,0.0161,2,2,227,39918,18
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,21,0.1,0.0567,0.0009,0.0017,-1,2,2275,37870,18
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,21,0.4,0.0364,0.0054,0.0107,2,8,1462,38683,12
TwoLayerEnsemble,gradual_drift,20,21,0.2,0.0619,0.0016,0.0032,2,4,2483,37662,16
"ZScore(w=20, thr=3.0)",gradual_drift,20,22,0.0,0.06,0.0,0.0,-1,0,2415,37840,20
"MAD(w=20, thr=3.5)",gradual_drift,20,22,0.0,0.1807,0.0,0.0,-1,0,7274,32981,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,22,0.9,0.1261,0.0035,0.007,2,18,5076,35179,2
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,22,0.75,0.0444,0.0083,0.0164,3,15,1789,38466,5
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,22,0.4,0.0941,0.0021,0.0042,4,8,3789,36466,12
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,22,0.0,0.0026,0.0,0.0,-1,0,105,40150,20
GatedCUSUM(n=2),gradual_drift,20,22,0.6,0.0082,0.0351,0.0663,-1,12,330,39925,8
GatedEWMA(n=2),gradual_drift,20,22,0.85,0.1172,0.0036,0.0072,3,17,4716,35539,3
GatedMAD(n=2),gradual_drift,20,22,0.0,0.0802,0.0,0.0,-1,0,3228,37027,20
GatedZScore(n=2),gradual_drift,20,22,0.0,0.012,0.0,0.0,-1,0,483,39772,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,22,0.0,0.012,0.0,0.0,-1,0,482,39773,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,22,0.85,0.1177,0.0036,0.0071,3,17,4737,35518,3
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,22,0.0,0.0802,0.0,0.0,-1,0,3229,37026,20
TwoLayerEnsemble,gradual_drift,20,22,0.85,0.1282,0.0033,0.0065,3,17,5161,35094,3
"ZScore(w=20, thr=3.0)",gradual_drift,20,23,0.05,0.0359,0.0007,0.0014,4,1,1446,38832,19
"MAD(w=20, thr=3.5)",gradual_drift,20,23,0.05,0.0584,0.0004,0.0008,4,1,2351,37927,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,23,1.0,0.1689,0.0029,0.0058,0,20,6804,33474,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,23,0.6,0.0753,0.0039,0.0078,1,12,3031,37247,8
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,23,0.3,0.0971,0.0015,0.003,1,6,3909,36369,14
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,23,0.6,0.3337,0.0009,0.0018,-1,12,13442,26836,8
GatedCUSUM(n=2),gradual_drift,20,23,0.25,0.0047,0.0256,0.0465,-1,5,190,40088,15
GatedEWMA(n=2),gradual_drift,20,23,1.0,0.1432,0.0035,0.0069,0,20,5766,34512,0
GatedMAD(n=2),gradual_drift,20,23,0.0,0.0095,0.0,0.0,-1,0,381,39897,20
GatedZScore(n=2),gradual_drift,20,23,0.0,0.0022,0.0,0.0,-1,0,89,40189,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,23,0.0,0.0019,0.0,0.0,-1,0,77,40201,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,23,1.0,0.1437,0.0034,0.0069,0,20,5789,34489,0
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,23,0.0,0.0098,0.0,0.0,-1,0,393,39885,20
TwoLayerEnsemble,gradual_drift,20,23,1.0,0.1449,0.0034,0.0068,0,20,5836,34442,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,24,0.05,0.0542,0.0005,0.0009,2,1,2184,38093,19
"MAD(w=20, thr=3.5)",gradual_drift,20,24,0.2,0.136,0.0007,0.0015,1,4,5476,34801,16
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,24,0.45,0.1372,0.0016,0.0032,-1,9,5525,34752,11
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,24,0.3,0.0434,0.0034,0.0068,2,6,1749,38528,14
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,24,0.15,0.1008,0.0007,0.0015,-1,3,4059,36218,17
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,24,0.1,0.1069,0.0005,0.0009,-1,2,4306,35971,18
GatedCUSUM(n=2),gradual_drift,20,24,0.0,0.0059,0.0,0.0,-1,0,236,40041,20
GatedEWMA(n=2),gradual_drift,20,24,0.4,0.1176,0.0017,0.0034,-1,8,4738,35539,12
GatedMAD(n=2),gradual_drift,20,24,0.1,0.0446,0.0011,0.0022,2,2,1797,38480,18
GatedZScore(n=2),gradual_drift,20,24,0.0,0.0072,0.0,0.0,-1,0,291,39986,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,24,0.0,0.007,0.0,0.0,-1,0,282,39995,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,24,0.4,0.1183,0.0017,0.0033,-1,8,4763,35514,12
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,24,0.1,0.0448,0.0011,0.0022,2,2,1806,38471,18
TwoLayerEnsemble,gradual_drift,20,24,0.4,0.1237,0.0016,0.0032,-1,8,4983,35294,12
"ZScore(w=20, thr=3.0)",gradual_drift,20,25,0.0,0.0642,0.0,0.0,-1,0,217,3165,20
"MAD(w=20, thr=3.5)",gradual_drift,20,25,0.45,0.2516,0.0105,0.0205,0,9,851,2531,11
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,25,0.9,0.0778,0.0641,0.1196,2,18,263,3119,2
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,25,0.8,0.039,0.1081,0.1905,2,16,132,3250,4
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,25,0.45,0.0863,0.0299,0.0561,2,9,292,3090,11
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,25,0.95,0.1387,0.0389,0.0748,1,19,469,2913,1
GatedCUSUM(n=2),gradual_drift,20,25,0.65,0.0065,0.3714,0.4727,-1,13,22,3360,7
GatedEWMA(n=2),gradual_drift,20,25,0.85,0.0606,0.0766,0.1405,3,17,205,3177,3
GatedMAD(n=2),gradual_drift,20,25,0.4,0.1384,0.0168,0.0323,1,8,468,2914,12
GatedZScore(n=2),gradual_drift,20,25,0.0,0.0183,0.0,0.0,-1,0,62,3320,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,25,0.0,0.0183,0.0,0.0,-1,0,62,3320,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,25,0.85,0.0627,0.0742,0.1365,3,17,212,3170,3
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,25,0.4,0.1384,0.0168,0.0323,1,8,468,2914,12
TwoLayerEnsemble,gradual_drift,20,25,0.85,0.0778,0.0607,0.1133,3,17,263,3119,3
"ZScore(w=20, thr=3.0)",gradual_drift,20,26,0.0,0.0526,0.0,0.0,-1,0,2119,38155,20
"MAD(w=20, thr=3.5)",gradual_drift,20,26,0.05,0.1177,0.0002,0.0004,1,1,4742,35532,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,26,0.2,0.6706,0.0001,0.0003,-1,4,27009,13265,16
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,26,0.15,0.4388,0.0002,0.0003,-1,3,17674,22600,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,26,0.5,0.5696,0.0004,0.0009,1,10,22941,17333,10
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,26,0.0,0.0,0.0,0.0,-1,0,0,40274,20
GatedCUSUM(n=2),gradual_drift,20,26,0.0,0.304,0.0,0.0,-1,0,12243,28031,20
GatedEWMA(n=2),gradual_drift,20,26,0.15,0.6589,0.0001,0.0002,-1,3,26536,13738,17
GatedMAD(n=2),gradual_drift,20,26,0.0,0.0541,0.0,0.0,-1,0,2177,38097,20
